domain_2	domain_1	domain_domain_interaction	count_new	frequency	domain1_description	domain2_description	marginal_count_domain1_on_5prime_side	marginal_freq_domain1_on_5prime_side	marginal_count_domain2_on_3prime_side	marginal_freq_domain2_on_3prime_side	marginal_count_domain2_on_5prime_side	marginal_freq_domain2_on_5prime_side	marginal_count_domain1_on_3prime_side	marginal_freq_domain1_on_3prime_side	same_domains	normal_freq_domain_1	normal_freq_domain_2	pairbinom.lower	null_prob	foldchange	p_value
Plus-3	DUF4801	DUF4801--Plus-3	3	9.5026924295217e-05	Domainofunknownfunction(DUF4801)	Plus-3domain	6	0.000197895708961377	3	9.89478544806887e-05	0	0	0	0	0	4.95294700346706e-05	4.95294700346706e-05	9.98575935606816e-07	4.90633680383067e-09	19368.2024073488	2.39761897043409e-17
Porin_3	C2-set_2	C2-set_2--Porin_3	3	9.5026924295217e-05	CD80-likeC2-setimmunoglobulindomain	Eukaryoticporin	10	0.000329826181602296	1	3.29826181602296e-05	6	0.000197895708961377	11	0.000362808799762525	0	0.00143635463100545	0.000247647350173353	9.98575935606816e-07	7.11418836555448e-07	133.573809705853	1.0411340899631e-08
Porphobil_deam	DUF3585	DUF3585--Porphobil_deam	2	6.3351282863478e-05	BivalentMical/EHBPRabbindingdomain	Porphobilinogendeaminase,dipyromethanecofactorbindingdomain	4	0.000131930472640918	1	3.29826181602296e-05	2	6.59652363204591e-05	6	0.000197895708961377	0	0.000396235760277365	4.95294700346706e-05	1.00939549274592e-07	3.92506944306453e-08	1614.01686727906	3.16788709332132e-10
Porphobil_deam	NT-C2	NT-C2--Porphobil_deam	2	6.3351282863478e-05	N-terminalC2inEEIG1andEHBP1proteins	Porphobilinogendeaminase,dipyromethanecofactorbindingdomain	18	0.000593687126884132	1	3.29826181602296e-05	2	6.59652363204591e-05	3	9.89478544806887e-05	0	0.000198117880138683	4.95294700346706e-05	1.00939549274592e-07	1.96253472153227e-08	3228.03373455812	3.96169909769642e-11
Porphobil_deamC	DUF3585	DUF3585--Porphobil_deamC	2	6.3351282863478e-05	BivalentMical/EHBPRabbindingdomain	Porphobilinogendeaminase,C-terminaldomain	4	0.000131930472640918	1	3.29826181602296e-05	2	6.59652363204591e-05	6	0.000197895708961377	0	0.000396235760277365	4.95294700346706e-05	1.00939549274592e-07	3.92506944306453e-08	1614.01686727906	3.16788709332132e-10
Porphobil_deamC	NT-C2	NT-C2--Porphobil_deamC	2	6.3351282863478e-05	N-terminalC2inEEIG1andEHBP1proteins	Porphobilinogendeaminase,C-terminaldomain	18	0.000593687126884132	1	3.29826181602296e-05	2	6.59652363204591e-05	3	9.89478544806887e-05	0	0.000198117880138683	4.95294700346706e-05	1.00939549274592e-07	1.96253472153227e-08	3228.03373455812	3.96169909769642e-11
QLQ	PRMT5	PRMT5--QLQ	2	6.3351282863478e-05	PRMT5arginine-N-methyltransferase	QLQ	3	9.89478544806887e-05	0	0	13	0.000428774036082984	2	6.59652363204591e-05	0	9.90589400693413e-05	9.90589400693413e-05	1.00939549274592e-07	1.96253472153227e-08	3228.03373455812	3.96169909769642e-11
RAC_head	Peptidase_M16	Peptidase_M16--RAC_head	2	6.3351282863478e-05	Insulinase(PeptidasefamilyM16)	Ribosome-associatedcomplexheaddomain	11	0.000362808799762525	3	9.89478544806887e-05	1	3.29826181602296e-05	1	3.29826181602296e-05	0	0.000346706290242694	4.95294700346706e-05	1.00939549274592e-07	3.43443576268146e-08	1844.59070546179	2.12248337773275e-10
RBD	FHA	FHA--RBD	9	0.000285080772885651	FHAdomain	Raf-likeRas-bindingdomain	74	0.00244071374385699	4	0.000131930472640918	29	0.000956495926646657	21	0.000692634981364821	0	0.00148588410104012	0.000297176820208024	3.84054540903955e-05	8.83140624689522e-07	322.803373455812	7.61481341229167e-23
RBD	G-patch	G-patch--RBD	9	0.000285080772885651	G-patchdomain	Raf-likeRas-bindingdomain	17	0.000560704508723902	4	0.000131930472640918	29	0.000956495926646657	20	0.000659652363204591	0	0.00113917781079742	0.000297176820208024	3.84054540903955e-05	6.77074478928631e-07	421.047878420626	5.37393300649515e-24
RBD	LETM1	LETM1--RBD	2	6.3351282863478e-05	LETM1-likeprotein	Raf-likeRas-bindingdomain	5	0.000164913090801148	4	0.000131930472640918	29	0.000956495926646657	2	6.59652363204591e-05	0	0.000148588410104012	0.000297176820208024	1.00939549274592e-07	8.83140624689522e-08	717.340829901805	3.60423274982316e-09
RGS12_us1	LETM1	LETM1--RGS12_us1	2	6.3351282863478e-05	LETM1-likeprotein	UnstructuredregionofRGS12	5	0.000164913090801148	2	6.59652363204591e-05	0	0	2	6.59652363204591e-05	0	0.000148588410104012	4.95294700346706e-05	1.00939549274592e-07	1.4719010411492e-08	4304.04497941083	1.67153595383237e-11
RGS12_us2	LETM1	LETM1--RGS12_us2	2	6.3351282863478e-05	LETM1-likeprotein	UnstructuredregionbetweenRBDandGoLoco	5	0.000164913090801148	2	6.59652363204591e-05	0	0	2	6.59652363204591e-05	0	0.000148588410104012	4.95294700346706e-05	1.00939549274592e-07	1.4719010411492e-08	4304.04497941083	1.67153595383237e-11
RGS12_usC	LETM1	LETM1--RGS12_usC	2	6.3351282863478e-05	LETM1-likeprotein	C-terminalunstructuredregionofRGS12	5	0.000164913090801148	2	6.59652363204591e-05	0	0	2	6.59652363204591e-05	0	0.000148588410104012	4.95294700346706e-05	1.00939549274592e-07	1.4719010411492e-08	4304.04497941083	1.67153595383237e-11
RIO1	Laminin_I	Laminin_I--RIO1	2	6.3351282863478e-05	LamininDomainI	RIO1family	8	0.000263860945281836	3	9.89478544806887e-05	5	0.000164913090801148	12	0.000395791417922755	0	0.000247647350173353	0.000148588410104012	1.00939549274592e-07	7.35950520574601e-08	860.808995882166	2.08650972089964e-09
RIO1	Laminin_II	Laminin_II--RIO1	2	6.3351282863478e-05	LamininDomainII	RIO1family	6	0.000197895708961377	3	9.89478544806887e-05	5	0.000164913090801148	12	0.000395791417922755	0	0.000247647350173353	0.000148588410104012	1.00939549274592e-07	7.35950520574601e-08	860.808995882166	2.08650972089964e-09
RNF220	DUF829	DUF829--RNF220	3	9.5026924295217e-05	Eukaryoticproteinofunknownfunction(DUF829)	E3ubiquitin-proteinligaseRNF220	0	0	1	3.29826181602296e-05	3	9.89478544806887e-05	3	9.89478544806887e-05	0	4.95294700346706e-05	4.95294700346706e-05	9.98575935606816e-07	4.90633680383067e-09	19368.2024073488	2.39761897043409e-17
RRM_1	DUF3371	DUF3371--RRM_1	9	0.000285080772885651	Domainofunknownfunction(DUF3371)	RNArecognitionmotif.(a.k.a.RRM,RBD,orRNPdomain)	0	0	86	0.00283650516177974	279	0.00920215046670405	17	0.000560704508723902	0	0.000198117880138683	0.0104507181773155	3.84054540903955e-05	4.1409482624331e-06	68.8443213531352	3.56278681307293e-16
RRM_1	MITF_TFEB_C_3_N	MITF_TFEB_C_3_N--RRM_1	8	0.000253405131453912	MITF/TFEB/TFEC/TFE3N-terminus	RNArecognitionmotif.(a.k.a.RRM,RBD,orRNPdomain)	6	0.000197895708961377	86	0.00283650516177974	279	0.00920215046670405	11	0.000362808799762525	0	0.000148588410104012	0.0104507181773155	2.88486245454411e-05	3.10571119682482e-06	81.5932697518641	2.11041219259876e-15
RTC	ADK	ADK--RTC	2	6.3351282863478e-05	Adenylatekinase	RNA3'-terminalphosphatecyclase	13	0.000428774036082984	2	6.59652363204591e-05	4	0.000131930472640918	13	0.000428774036082984	0	0.000495294700346706	9.90589400693413e-05	1.00939549274592e-07	9.81267360766134e-08	645.606746911625	4.94292955263681e-09
RTC_insert	ADK	ADK--RTC_insert	2	6.3351282863478e-05	Adenylatekinase	RNA3'-terminalphosphatecyclase(RTC),insertdomain	13	0.000428774036082984	3	9.89478544806887e-05	2	6.59652363204591e-05	13	0.000428774036082984	0	0.000495294700346706	9.90589400693413e-05	1.00939549274592e-07	9.81267360766134e-08	645.606746911625	4.94292955263681e-09
RTP1_C1	PDZ	PDZ--RTP1_C1	3	9.5026924295217e-05	PDZdomain	RequiredfornucleartransportofRNApolIIC-terminus1	187	0.00616774959596293	4	0.000131930472640918	3	9.89478544806887e-05	72	0.00237474850753653	0	0.00648836057454185	4.95294700346706e-05	9.98575935606816e-07	6.42730121301817e-07	147.84887333854	6.94820499145241e-09
RTP1_C2	PDZ	PDZ--RTP1_C2	3	9.5026924295217e-05	PDZdomain	RequiredfornucleartransportofRNApolIIC-terminus2	187	0.00616774959596293	7	0.000230878327121607	0	0	72	0.00237474850753653	0	0.00648836057454185	4.95294700346706e-05	9.98575935606816e-07	6.42730121301817e-07	147.84887333854	6.94820499145241e-09
RUN	BCMA-Tall_bind	BCMA-Tall_bind--RUN	3	9.5026924295217e-05	BCMA,TALL-1binding	RUNdomain	0	0	4	0.000131930472640918	23	0.00075860021768528	3	9.89478544806887e-05	0	4.95294700346706e-05	0.000941059930658742	9.98575935606816e-07	9.32203992727827e-08	1019.37907407099	3.11764072736179e-12
RVT_1	CRAL_TRIO	CRAL_TRIO--RVT_1	2	6.3351282863478e-05	CRAL/TRIOdomain	Reversetranscriptase(RNA-dependentDNApolymerase)	28	0.000923513308486428	5	0.000164913090801148	1	3.29826181602296e-05	5	0.000164913090801148	0	0.00079247152055473	4.95294700346706e-05	1.00939549274592e-07	7.85013888612907e-08	807.008433639532	2.53195592917029e-09
Rad51	MoCF_biosynth	MoCF_biosynth--Rad51	3	9.5026924295217e-05	Probablemolybdopterinbindingdomain	Rad51	6	0.000197895708961377	13	0.000428774036082984	10	0.000329826181602296	5	0.000164913090801148	0	9.90589400693413e-05	0.000396235760277365	9.98575935606816e-07	7.85013888612908e-08	1210.5126504593	1.568386170176e-12
Rad51	MoeA_C	MoeA_C--Rad51	2	6.3351282863478e-05	MoeAC-terminalregion(domainIV)	Rad51	0	0	13	0.000428774036082984	10	0.000329826181602296	6	0.000197895708961377	0	4.95294700346706e-05	0.000396235760277365	1.00939549274592e-07	3.92506944306453e-08	1614.01686727906	3.16788709332132e-10
Recep_L_domain	DARPP-32	DARPP-32--Recep_L_domain	4	0.000126702565726956	Proteinphosphataseinhibitor1/DARPP-32	ReceptorLdomain	4	0.000131930472640918	12	0.000395791417922755	92	0.00303440087074112	7	0.000230878327121607	0	0.000148588410104012	0.000346706290242694	3.4094320602307e-06	1.03033072880444e-07	1229.72713697452	3.02524376733929e-15
Recep_L_domain	HS1_rep	HS1_rep--Recep_L_domain	2	6.3351282863478e-05	RepeatinHS1/Cortactin	ReceptorLdomain	17	0.000560704508723902	12	0.000395791417922755	92	0.00303440087074112	3	9.89478544806887e-05	0	9.90589400693413e-05	0.000346706290242694	1.00939549274592e-07	6.86887152536294e-08	922.295352730894	1.69660672338121e-09
Recep_L_domain	Per1	Per1--Recep_L_domain	2	6.3351282863478e-05	Per1-likefamily	ReceptorLdomain	18	0.000593687126884132	12	0.000395791417922755	92	0.00303440087074112	5	0.000164913090801148	0	4.95294700346706e-05	0.000346706290242694	1.00939549274592e-07	3.43443576268146e-08	1844.59070546179	2.12248337773275e-10
Receptor_IA-2	LMBR1	LMBR1--Receptor_IA-2	2	6.3351282863478e-05	LMBR1-likemembraneprotein	Protein-tyrosinephosphatasereceptorIA-2	15	0.000494739272403443	3	9.89478544806887e-05	0	0	1	3.29826181602296e-05	0	0.000198117880138683	9.90589400693413e-05	1.00939549274592e-07	3.92506944306455e-08	1614.01686727906	3.16788709332134e-10
Reprolysin_5	14-3-3	14-3-3--Reprolysin_5	8	0.000253405131453912	14-3-3protein	Metallo-peptidasefamilyM12	33	0.00108842639928758	1	3.29826181602296e-05	3	9.89478544806887e-05	11	0.000362808799762525	0	0.000346706290242694	4.95294700346706e-05	2.88486245454411e-05	3.43443576268146e-08	7378.36282184716	5.69492266302667e-33
Requiem_N	DNA_pol_E_B	DNA_pol_E_B--Requiem_N	2	6.3351282863478e-05	DNApolymerasealpha/epsilonsubunitB	N-terminaldomainofDPF2/REQ.	0	0	0	0	4	0.000131930472640918	5	0.000164913090801148	0	0.000148588410104012	0.000148588410104012	1.00939549274592e-07	4.41570312344761e-08	1434.68165980361	4.51000286804387e-10
Ribophorin_I	Rhomboid	Rhomboid--Ribophorin_I	2	6.3351282863478e-05	Rhomboidfamily	RibophorinI	6	0.000197895708961377	1	3.29826181602296e-05	3	9.89478544806887e-05	4	0.000131930472640918	0	0.000495294700346706	4.95294700346706e-05	1.00939549274592e-07	4.90633680383067e-08	1291.21349382325	6.18584233291139e-10
Ribosomal_S8e	Glyco_hydro_20	Glyco_hydro_20--Ribosomal_S8e	2	6.3351282863478e-05	Glycosylhydrolasefamily20,catalyticdomain	RibosomalproteinS8e	2	6.59652363204591e-05	0	0	6	0.000197895708961377	3	9.89478544806887e-05	0	0.000198117880138683	9.90589400693413e-05	1.00939549274592e-07	3.92506944306455e-08	1614.01686727906	3.16788709332134e-10
RmlD_sub_bind	Arg_tRNA_synt_N	Arg_tRNA_synt_N--RmlD_sub_bind	2	6.3351282863478e-05	ArginyltRNAsynthetaseNterminaldomain	RmlDsubstratebindingdomain	1	3.29826181602296e-05	0	0	4	0.000131930472640918	2	6.59652363204591e-05	0	4.95294700346706e-05	4.95294700346706e-05	1.00939549274592e-07	4.90633680383067e-09	12912.1349382325	6.19231229624412e-13
RmlD_sub_bind	DALR_1	DALR_1--RmlD_sub_bind	2	6.3351282863478e-05	DALRanticodonbindingdomain	RmlDsubstratebindingdomain	0	0	0	0	4	0.000131930472640918	2	6.59652363204591e-05	0	0.000148588410104012	4.95294700346706e-05	1.00939549274592e-07	1.4719010411492e-08	4304.04497941083	1.67153595383237e-11
Runt	NHR2	NHR2--Runt	64	0.0020272410516313	NHR2domainlike	Runtdomain	3	9.89478544806887e-05	3	9.89478544806887e-05	29	0.000956495926646657	19	0.000626669745044362	0	0.000148588410104012	0.000148588410104012	0.00110422627836193	4.41570312344761e-08	45909.8131137156	2.70570704481574e-277
S1-like	MCU	MCU--S1-like	3	9.5026924295217e-05	Mitochondrialcalciumuniporter	S1-like	0	0	1	3.29826181602296e-05	12	0.000395791417922755	4	0.000131930472640918	0	9.90589400693413e-05	0.000148588410104012	9.98575935606816e-07	2.94380208229841e-08	3228.03373455812	3.10538985495081e-14
SAD_SRA	JmjC	JmjC--SAD_SRA	4	0.000126702565726956	JmjCdomain,hydroxylase	SAD/SRAdomain	58	0.00191299185329331	6	0.000197895708961377	2	6.59652363204591e-05	8	0.000263860945281836	0	0.00123823675086677	9.90589400693413e-05	3.4094320602307e-06	2.45316840191535e-07	516.485397529298	2.3061562064316e-13
SAD_SRA	JmjN	JmjN--SAD_SRA	4	0.000126702565726956	jmjNdomain	SAD/SRAdomain	54	0.0017810613806524	6	0.000197895708961377	2	6.59652363204591e-05	0	0	0	0.000544824170381377	9.90589400693413e-05	3.4094320602307e-06	1.07939409684275e-07	1173.83044893023	3.8169920988693e-15
SAD_SRA	PEX11	PEX11--SAD_SRA	2	6.3351282863478e-05	Peroxisomalbiogenesisfactor11(PEX11)	SAD/SRAdomain	1	3.29826181602296e-05	6	0.000197895708961377	2	6.59652363204591e-05	2	6.59652363204591e-05	0	0.000148588410104012	9.90589400693413e-05	1.00939549274592e-07	2.94380208229841e-08	2152.02248970541	1.33676286800954e-10
SAM_PNT	Catalase	Catalase--SAM_PNT	2	6.3351282863478e-05	Catalase	Sterilealphamotif(SAM)/Pointeddomain	2	6.59652363204591e-05	4	0.000131930472640918	21	0.000692634981364821	3	9.89478544806887e-05	0	4.95294700346706e-05	0.000544824170381377	1.00939549274592e-07	5.39697048421374e-08	1173.83044893023	8.23239990201332e-10
SAM_PNT	Catalase-rel	Catalase-rel--SAM_PNT	2	6.3351282863478e-05	Catalase-relatedimmune-responsive	Sterilealphamotif(SAM)/Pointeddomain	0	0	4	0.000131930472640918	21	0.000692634981364821	5	0.000164913090801148	0	4.95294700346706e-05	0.000544824170381377	1.00939549274592e-07	5.39697048421374e-08	1173.83044893023	8.23239990201332e-10
SAM_PNT	Pkinase_Tyr	Pkinase_Tyr--SAM_PNT	11	0.000348432055749129	Proteintyrosinekinase	Sterilealphamotif(SAM)/Pointeddomain	137	0.00451861868795145	4	0.000131930472640918	21	0.000692634981364821	184	0.00606880174148224	0	0.00633977216443784	0.000544824170381377	6.03695291918616e-05	6.90812221979359e-06	50.4380271024707	1.97254352884305e-17
SAPS	FXa_inhibition	FXa_inhibition--SAPS	3	9.5026924295217e-05	CoagulationFactorXainhibitorysite	SIT4phosphatase-associatedprotein	47	0.00155018305353079	4	0.000131930472640918	16	0.000527721890563673	22	0.00072561759952505	0	0.00178306092124814	0.000148588410104012	9.98575935606816e-07	5.29884374813712e-07	179.335207475452	3.21898753168661e-09
SAPS	Ldl_recept_a	Ldl_recept_a--SAPS	3	9.5026924295217e-05	Low-densitylipoproteinreceptordomainclassA	SIT4phosphatase-associatedprotein	71	0.0023417658893763	4	0.000131930472640918	16	0.000527721890563673	22	0.00072561759952505	0	0.00212976721149084	0.000148588410104012	9.98575935606816e-07	6.32917447694158e-07	150.141103932936	6.53512390608013e-09
SAPS	Ldl_recept_b	Ldl_recept_b--SAPS	3	9.5026924295217e-05	Low-densitylipoproteinreceptorrepeatclassB	SIT4phosphatase-associatedprotein	48	0.00158316567169102	4	0.000131930472640918	16	0.000527721890563673	8	0.000263860945281836	0	0.000693412580485389	0.000148588410104012	9.98575935606816e-07	2.06066145760888e-07	461.147676365446	7.42286261229011e-11
SH2	Bcr-Abl_Oligo	Bcr-Abl_Oligo--SH2	4	0.000126702565726956	Bcr-Abloncoproteinoligomerisationdomain	SH2domain	15	0.000494739272403443	50	0.00164913090801148	62	0.00204492232593423	0	0	0	4.95294700346706e-05	0.00500247647350173	3.4094320602307e-06	4.95540017186897e-07	255.68584036104	7.70527024963659e-12
SH3-RhoG_link	DAP	DAP--SH3-RhoG_link	2	6.3351282863478e-05	Death-associatedprotein	SH3-RhoGEFlinkingunstructuredregion	8	0.000263860945281836	0	0	11	0.000362808799762525	3	9.89478544806887e-05	0	9.90589400693413e-05	9.90589400693413e-05	1.00939549274592e-07	1.96253472153227e-08	3228.03373455812	3.96169909769642e-11
SH3-RhoG_link	RVT_1	RVT_1--SH3-RhoG_link	2	6.3351282863478e-05	Reversetranscriptase(RNA-dependentDNApolymerase)	SH3-RhoGEFlinkingunstructuredregion	1	3.29826181602296e-05	0	0	11	0.000362808799762525	5	0.000164913090801148	0	4.95294700346706e-05	9.90589400693413e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
SH3_1	Bcr-Abl_Oligo	Bcr-Abl_Oligo--SH3_1	4	0.000126702565726956	Bcr-Abloncoproteinoligomerisationdomain	SH3domain	15	0.000494739272403443	70	0.00230878327121607	87	0.00286948777993997	0	0	0	4.95294700346706e-05	0.00480435859336305	3.4094320602307e-06	4.75914669971575e-07	266.229586355309	6.29888662114652e-12
SH3_1	DAP	DAP--SH3_1	3	9.5026924295217e-05	Death-associatedprotein	SH3domain	8	0.000263860945281836	70	0.00230878327121607	87	0.00286948777993997	3	9.89478544806887e-05	0	9.90589400693413e-05	0.00480435859336305	9.98575935606816e-07	9.51829339943151e-07	99.836094883241	3.31594462756799e-08
SHR-BD	PABP	PABP--SHR-BD	2	6.3351282863478e-05	Poly-adenylatebindingprotein,uniquedomain	SHR-bindingdomainofvacuolar-sortingassociatedprotein13	5	0.000164913090801148	4	0.000131930472640918	4	0.000131930472640918	5	0.000164913090801148	0	0.000247647350173353	0.000198117880138683	1.00939549274592e-07	9.81267360766136e-08	645.606746911624	4.94292955263685e-09
SMI1_KNR4	GPS2_interact	GPS2_interact--SMI1_KNR4	2	6.3351282863478e-05	G-proteinpathwaysuppressor2-interactingdomain	SMI1/KNR4family(SUKH-1)	24	0.000791582835845509	5	0.000164913090801148	0	0	0	0	0	9.90589400693413e-05	4.95294700346706e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
SNAPc19	LBP_BPI_CETP_C	LBP_BPI_CETP_C--SNAPc19	2	6.3351282863478e-05	LBP/BPI/CETPfamily,C-terminaldomain	snRNA-activatingproteincomplexsubunit19,SNAPcsubunit19	0	0	1	3.29826181602296e-05	2	6.59652363204591e-05	2	6.59652363204591e-05	0	0.000495294700346706	4.95294700346706e-05	1.00939549274592e-07	4.90633680383067e-08	1291.21349382325	6.18584233291139e-10
SNARE_assoc	CLASP_N	CLASP_N--SNARE_assoc	2	6.3351282863478e-05	CLASPNterminal	SNAREassociatedGolgiprotein	12	0.000395791417922755	16	0.000527721890563673	17	0.000560704508723902	3	9.89478544806887e-05	0	0.000247647350173353	0.000198117880138683	1.00939549274592e-07	9.81267360766136e-08	645.606746911624	4.94292955263685e-09
SNARE_assoc	Pkinase	Pkinase--SNARE_assoc	5	0.000158378207158695	Proteinkinasedomain	SNAREassociatedGolgiprotein	547	0.0180414921336456	16	0.000527721890563673	17	0.000560704508723902	148	0.00488142748771397	0	0.0177810797424468	0.000198117880138683	7.52100867729144e-06	7.04549965030088e-06	22.4793435554186	1.38983246840575e-07
SNase	RBD	RBD--SNase	2	6.3351282863478e-05	Raf-likeRas-bindingdomain	Staphylococcalnucleasehomologue	29	0.000956495926646657	9	0.000296843563442066	5	0.000164913090801148	4	0.000131930472640918	0	0.000297176820208024	4.95294700346706e-05	1.00939549274592e-07	2.9438020822984e-08	2152.02248970542	1.33676286800954e-10
SSDP	BSMAP	BSMAP--SSDP	3	9.5026924295217e-05	Brainspecificmembraneanchoredprotein	Single-strandedDNAbindingprotein,SSDP	4	0.000131930472640918	4	0.000131930472640918	7	0.000230878327121607	1	3.29826181602296e-05	0	9.90589400693413e-05	0.000148588410104012	9.98575935606816e-07	2.94380208229841e-08	3228.03373455812	3.10538985495081e-14
START	Per1	Per1--START	2	6.3351282863478e-05	Per1-likefamily	STARTdomain	18	0.000593687126884132	14	0.000461756654243214	11	0.000362808799762525	5	0.000164913090801148	0	4.95294700346706e-05	0.000742942050520059	1.00939549274592e-07	7.359505205746e-08	860.808995882168	2.08650972089964e-09
STAT6_C	LsmAD	LsmAD--STAT6_C	3	9.5026924295217e-05	LsmADdomain	STAT6C-terminal	11	0.000362808799762525	4	0.000131930472640918	1	3.29826181602296e-05	0	0	0	9.90589400693413e-05	4.95294700346706e-05	9.98575935606816e-07	9.81267360766134e-09	9684.10120367438	3.83571508665619e-16
STAT6_C	PAM2	PAM2--STAT6_C	3	9.5026924295217e-05	Ataxin-2C-terminalregion	STAT6C-terminal	13	0.000428774036082984	4	0.000131930472640918	1	3.29826181602296e-05	2	6.59652363204591e-05	0	0.000445765230312036	4.95294700346706e-05	9.98575935606816e-07	4.41570312344761e-08	2152.02248970542	1.57151940027522e-13
STAT6_C	SM-ATX	SM-ATX--STAT6_C	3	9.5026924295217e-05	Ataxin2SMdomain	STAT6C-terminal	15	0.000494739272403443	4	0.000131930472640918	1	3.29826181602296e-05	0	0	0	9.90589400693413e-05	4.95294700346706e-05	9.98575935606816e-07	9.81267360766134e-09	9684.10120367438	3.83571508665619e-16
STPPase_N	Lipase_GDSL	Lipase_GDSL--STPPase_N	2	6.3351282863478e-05	GDSL-likeLipase/Acylhydrolase	Serine-threonineproteinphosphataseN-terminaldomain	1	3.29826181602296e-05	0	0	19	0.000626669745044362	4	0.000131930472640918	0	0.000148588410104012	0.000148588410104012	1.00939549274592e-07	4.41570312344761e-08	1434.68165980361	4.51000286804387e-10
SUFU	Sec7	Sec7--SUFU	3	9.5026924295217e-05	Sec7domain	Suppressoroffusedprotein(SUFU)	13	0.000428774036082984	0	0	10	0.000329826181602296	8	0.000263860945281836	0	0.00079247152055473	4.95294700346706e-05	9.98575935606816e-07	7.85013888612907e-08	1210.5126504593	1.568386170176e-12
SUFU	Sec7_N	Sec7_N--SUFU	3	9.5026924295217e-05	GuaninenucleotideexchangefactorinGolgitransportN-terminal	Suppressoroffusedprotein(SUFU)	9	0.000296843563442066	0	0	10	0.000329826181602296	4	0.000131930472640918	0	0.000198117880138683	4.95294700346706e-05	9.98575935606816e-07	1.96253472153227e-08	4842.05060183718	6.13562358170796e-15
SWIB	DUF1387	DUF1387--SWIB	2	6.3351282863478e-05	Proteinofunknownfunction(DUF1387)	SWIB/MDM2domain	2	6.59652363204591e-05	2	6.59652363204591e-05	33	0.00108842639928758	2	6.59652363204591e-05	0	9.90589400693413e-05	0.000247647350173353	1.00939549274592e-07	4.90633680383067e-08	1291.21349382325	6.18584233291139e-10
SWIB	Nup84_Nup100	Nup84_Nup100--SWIB	2	6.3351282863478e-05	Nuclearporeprotein84/107	SWIB/MDM2domain	9	0.000296843563442066	2	6.59652363204591e-05	33	0.00108842639928758	15	0.000494739272403443	0	4.95294700346706e-05	0.000247647350173353	1.00939549274592e-07	2.45316840191533e-08	2582.4269876465	7.7367948328775e-11
Sec2p	S8_pro-domain	S8_pro-domain--Sec2p	2	6.3351282863478e-05	PeptidaseS8pro-domain	GDP/GTPexchangefactorSec2p	7	0.000230878327121607	2	6.59652363204591e-05	6	0.000197895708961377	0	0	0	0.000346706290242694	9.90589400693413e-05	1.00939549274592e-07	6.86887152536294e-08	922.295352730894	1.69660672338121e-09
Sec7	MAD	MAD--Sec7	2	6.3351282863478e-05	Mitoticcheckpointprotein	Sec7domain	7	0.000230878327121607	8	0.000263860945281836	13	0.000428774036082984	12	0.000395791417922755	0	4.95294700346706e-05	0.00079247152055473	1.00939549274592e-07	7.85013888612907e-08	807.008433639532	2.53195592917029e-09
SecE	GF_recep_IV	GF_recep_IV--SecE	2	6.3351282863478e-05	GrowthfactorreceptordomainIV	SecE/Sec61-gammasubunitsofproteintranslocationcomplex	42	0.00138526996272964	0	0	8	0.000263860945281836	11	0.000362808799762525	0	0.000297176820208024	4.95294700346706e-05	1.00939549274592e-07	2.9438020822984e-08	2152.02248970542	1.33676286800954e-10
SecE	Recep_L_domain	Recep_L_domain--SecE	2	6.3351282863478e-05	ReceptorLdomain	SecE/Sec61-gammasubunitsofproteintranslocationcomplex	92	0.00303440087074112	0	0	8	0.000263860945281836	12	0.000395791417922755	0	0.000346706290242694	4.95294700346706e-05	1.00939549274592e-07	3.43443576268146e-08	1844.59070546179	2.12248337773275e-10
Sedlin_N	ATP_Ca_trans_C	ATP_Ca_trans_C--Sedlin_N	2	6.3351282863478e-05	PlasmamembranecalciumtransporterATPaseCterminal	Sedlin,N-terminalconservedregion	2	6.59652363204591e-05	0	0	3	9.89478544806887e-05	4	0.000131930472640918	0	0.000198117880138683	0.000148588410104012	1.00939549274592e-07	5.88760416459683e-08	1076.0112448527	1.06866527778519e-09
SelR	AT_hook	AT_hook--SelR	3	9.5026924295217e-05	AThookmotif	SelRdomain	21	0.000692634981364821	3	9.89478544806887e-05	3	9.89478544806887e-05	4	0.000131930472640918	0	4.95294700346706e-05	0.000148588410104012	9.98575935606816e-07	1.4719010411492e-08	6456.06746911625	1.94159019023712e-15
Serinc	DUF3480	DUF3480--Serinc	2	6.3351282863478e-05	Domainofunknownfunction(DUF3480)	Serineincorporator(Serinc)	0	0	1	3.29826181602296e-05	14	0.000461756654243214	3	9.89478544806887e-05	0	9.90589400693413e-05	0.000297176820208024	1.00939549274592e-07	5.88760416459681e-08	1076.01124485271	1.06866527778518e-09
Snf7	COesterase	COesterase--Snf7	8	0.000253405131453912	Carboxylesterasefamily	Snf7	37	0.00122035687192849	3	9.89478544806887e-05	15	0.000494739272403443	10	0.000329826181602296	0	0.000693412580485389	0.000643883110450718	2.88486245454411e-05	8.92953298297182e-07	283.783185455659	3.01757095251134e-20
