domain	absolute_number	freq	Pfam_id	Pfam_description
MDM1	7	0.000230878327121607	PF15501	NuclearproteinMDM1
MEA1	2	6.59652363204591e-05	PF06910	Maleenhancedantigen1(MEA1)
MEF2_binding	1	3.29826181602296e-05	PF09047	MEF2binding
MEIOC	1	3.29826181602296e-05	PF15189	Meiosis-specificcoiled-coildomain-containingproteinMEIOC
MENTAL	14	0.000461756654243214	PF10457	Cholesterol-capturingdomain
MFS_1	55	0.00181404399881263	PF07690	MajorFacilitatorSuperfamily
MFS_1_like	4	0.000131930472640918	PF12832	MFS_1likefamily
MFS_2	5	0.000164913090801148	PF13347	MFS/sugartransportprotein
MGC-24	6	0.000197895708961377	PF05283	Multi-glycosylatedcoreprotein24(MGC-24),sialomucin
MGS	4	0.000131930472640918	PF02142	MGS-likedomain
MH1	83	0.00273755730729905	PF03165	MH1domain
MH2	7	0.000230878327121607	PF03166	MH2domain
MHC2-interact	3	9.89478544806887e-05	PF09307	CLIP,MHC2interacting
MHC_I	8	0.000263860945281836	PF00129	ClassIHistocompatibilityantigen,domainsalpha1and2
MHC_I_3	2	6.59652363204591e-05	PF16497	MHC-Ifamilydomain
MHC_I_C	2	6.59652363204591e-05	PF06623	MHC_IC-terminus
MHCassoc_trimer	4	0.000131930472640918	PF08831	ClassIIMHC-associatedinvariantchaintrimerisationdomain
MIB_HERC2	10	0.000329826181602296	PF06701	Mib_herc2
MIF	1	3.29826181602296e-05	PF01187	Macrophagemigrationinhibitoryfactor(MIF)
MIF4G	16	0.000527721890563673	PF02854	MIF4Gdomain
MIG-14_Wnt-bd	5	0.000164913090801148	PF06664	Wnt-bindingfactorrequiredforWntsecretion
MINDY_DUB	2	6.59652363204591e-05	PF04424	MINDYdeubiquitinase
MIP	2	6.59652363204591e-05	PF00230	Majorintrinsicprotein
MIP-T3	3	9.89478544806887e-05	PF10243	Microtubule-bindingproteinMIP-T3CH-likedomain
MIR	30	0.000989478544806887	PF02815	MIRdomain
MIT	5	0.000164913090801148	PF04212	MIT(microtubuleinteractingandtransport)domain
MITF_TFEB_C_3_N	17	0.000560704508723902	PF15951	MITF/TFEB/TFEC/TFE3N-terminus
MIT_C	1	3.29826181602296e-05	PF16565	PhospholipaseD-likedomainatC-terminusofMIT
MKLP1_Arf_bdg	1	3.29826181602296e-05	PF16540	Arf6-interactingdomainofmitotickinesin-likeprotein1
MKRN1_C	1	3.29826181602296e-05	PF15815	E3ubiquitin-proteinligasemakorin-1,C-terminal
MLIP	3	9.89478544806887e-05	PF15274	MuscularLMNA-interactingprotein
MMR_HSR1	28	0.000923513308486428	PF01926	50Sribosome-bindingGTPase
MMR_HSR1_Xtn	1	3.29826181602296e-05	PF16897	C-terminalregionofMMR_HSR1domain
MMS1_N	13	0.000428774036082984	PF10433	Mono-functionalDNA-alkylatingmethylmethanesulfonateN-term
MMS22L_N	1	3.29826181602296e-05	PF14910	S-phasegenomicintegrityrecombinationmediator,N-terminal
MM_CoA_mutase	2	6.59652363204591e-05	PF01642	Methylmalonyl-CoAmutase
MNNL	3	9.89478544806887e-05	PF07657	NterminusofNotchligand
MOR2-PAG1_C	1	3.29826181602296e-05	PF14225	CellmorphogenesisC-terminal
MOR2-PAG1_N	3	9.89478544806887e-05	PF14222	CellmorphogenesisN-terminal
MOR2-PAG1_mid	1	3.29826181602296e-05	PF14228	Cellmorphogenesiscentralregion
MORN	12	0.000395791417922755	PF02493	MORNrepeat
MOSC	1	3.29826181602296e-05	PF03473	MOSCdomain
MOSC_N	1	3.29826181602296e-05	PF03476	MOSCN-terminalbetabarreldomain
MOZART1	1	3.29826181602296e-05	PF12554	Mitotic-spindleorganizinggamma-tubulinringassociated
MOZ_SAS	9	0.000296843563442066	PF01853	MOZ/SASfamily
MPC	3	9.89478544806887e-05	PF03650	Mitochondrialpyruvatecarriers
MPLKIP	1	3.29826181602296e-05	PF15502	M-phase-specificPLK1-interactingprotein
MRAP	1	3.29826181602296e-05	PF15183	Melanocortin-2receptoraccessoryproteinfamily
MREG	1	3.29826181602296e-05	PF15812	Melanoregulin
MRFAP1	1	3.29826181602296e-05	PF15155	MORF4family-associatedprotein1
MRF_C1	2	6.59652363204591e-05	PF13887	Myelingeneregulatoryfactor-C-terminaldomain1
MRF_C2	5	0.000164913090801148	PF13888	MyelingeneregulatoryfactorC-terminaldomain2
MRG	1	3.29826181602296e-05	PF05712	MRG
MRNIP	3	9.89478544806887e-05	PF15749	MRN-interactingprotein
MRP	3	9.89478544806887e-05	PF09387	MitochondrialRNAbindingproteinMRP
MRP-L46	1	3.29826181602296e-05	PF11788	39SmitochondrialribosomalproteinL46
MRP-S22	1	3.29826181602296e-05	PF10245	Mitochondrial28SribosomalproteinS22
MRP-S23	3	9.89478544806887e-05	PF10484	MitochondrialribosomalproteinS23
MRP-S28	6	0.000197895708961377	PF10213	Mitochondrialribosomalsubunitprotein
MRP-S32	2	6.59652363204591e-05	PF10210	Mitochondrial28SribosomalproteinS32
MRP-S33	1	3.29826181602296e-05	PF08293	MitochondrialribosomalsubunitS27
MRP-S35	8	0.000263860945281836	PF10246	MitochondrialribosomalproteinMRP-S35
MRVI1	3	9.89478544806887e-05	PF05781	MRVI1protein
MR_MLE_N	2	6.59652363204591e-05	PF02746	Mandelateracemase/muconatelactonizingenzyme,N-terminaldomain
MSC	3	9.89478544806887e-05	PF09402	Man1-Src1p-C-terminaldomain
MSL1_dimer	1	3.29826181602296e-05	PF16801	DimerisationdomainofMale-specific-Lethal1
MT	25	0.000824565454005739	PF12777	Microtubule-bindingstalkofdyneinmotor
MT-A70	7	0.000230878327121607	PF05063	MT-A70
MTBP_N	1	3.29826181602296e-05	PF14918	MDM2-binding
MTS	3	9.89478544806887e-05	PF05175	Methyltransferasesmalldomain
MVP_shoulder	1	3.29826181602296e-05	PF11978	Shoulderdomain
MYO10_CC	2	6.59652363204591e-05	PF16735	Unconventionalmyosin-Xcoiledcoildomain
MYT1	5	0.000164913090801148	PF08474	Myelintranscriptionfactor1
M_domain	5	0.000164913090801148	PF12938	MdomainofGW182
Mab-21	3	9.89478544806887e-05	PF03281	Mab-21protein
Macoilin	2	6.59652363204591e-05	PF09726	Macoilinfamily
Macro	9	0.000296843563442066	PF01661	Macrodomain
Macscav_rec	2	6.59652363204591e-05	PF03523	Macrophagescavengerreceptor
Mad3_BUB1_I	5	0.000164913090801148	PF08311	Mad3/BUB1homologyregion1
Maf	3	9.89478544806887e-05	PF02545	Maf-likeprotein
Maf1	2	6.59652363204591e-05	PF09174	Maf1regulator
MafB19-deam	1	3.29826181602296e-05	PF14437	MafB19-likedeaminase
Mago-bind	1	3.29826181602296e-05	PF09282	Magobinding
Mago_nashi	1	3.29826181602296e-05	PF02792	Magonashiprotein
Mak10	2	6.59652363204591e-05	PF04112	Mak10subunit,NatCN(alpha)-terminalacetyltransferase
Mak16	1	3.29826181602296e-05	PF04874	Mak16proteinC-terminalregion
Malic_M	5	0.000164913090801148	PF03949	Malicenzyme,NADbindingdomain
MamL-1	20	0.000659652363204591	PF09596	MamL-1domain
MaoC_dehydrat_N	4	0.000131930472640918	PF13452	N-terminalhalfofMaoCdehydratase
MaoC_dehydratas	3	9.89478544806887e-05	PF01575	MaoClikedomain
MatE	6	0.000197895708961377	PF01554	MatE
Matrilin_ccoil	6	0.000197895708961377	PF10393	Trimericcoiled-coiloligomerisationdomainofmatrilin
Mcl1_mid	1	3.29826181602296e-05	PF12341	Minichromosomelossprotein,Mcl1,middleregion
Mcm10	1	3.29826181602296e-05	PF09332	Mcm10replicationfactor
Meckelin	2	6.59652363204591e-05	PF09773	Meckelin(Transmembraneprotein67)
Med1	17	0.000560704508723902	PF10744	MediatorofRNApolymeraseIItranscriptionsubunit1
Med10	1	3.29826181602296e-05	PF09748	TranscriptionfactorsubunitMed10ofMediatorcomplex
Med12	3	9.89478544806887e-05	PF09497	TranscriptionmediatorcomplexsubunitMed12
Med12-LCEWAV	3	9.89478544806887e-05	PF12145	EukaryoticMediator12subunitdomain
Med12-PQL	2	6.59652363204591e-05	PF12144	EukaryoticMediator12catenin-bindingdomain
Med13_C	3	9.89478544806887e-05	PF06333	Mediatorcomplexsubunit13C-terminaldomain
Med13_N	33	0.00108842639928758	PF11597	Mediatorcomplexsubunit13N-terminal
Med14	1	3.29826181602296e-05	PF08638	MediatorcomplexsubunitMED14
Med15	14	0.000461756654243214	PF09606	ARC105orMed15subunitofMediatorcomplexnon-fungal
Med16	5	0.000164913090801148	PF11635	Mediatorcomplexsubunit16
Med20	5	0.000164913090801148	PF08612	TATA-bindingrelatedfactor(TRF)ofsubunit20ofMediatorcomplex
Med21	1	3.29826181602296e-05	PF11221	Subunit21ofMediatorcomplex
Med23	4	0.000131930472640918	PF11573	Mediatorcomplexsubunit23
Med24_N	17	0.000560704508723902	PF11277	Mediatorcomplexsubunit24N-terminal
Med25	3	9.89478544806887e-05	PF11232	Mediatorcomplexsubunit25PTOVactivationandsynapsin2
Med25_SD1	1	3.29826181602296e-05	PF11235	Mediatorcomplexsubunit25synapsin1
Med25_VWA	6	0.000197895708961377	PF11265	Mediatorcomplexsubunit25vonWillebrandfactortypeA
Med26	10	0.000329826181602296	PF08711	TFIIShelicalbundle-likedomain
Med26_M	5	0.000164913090801148	PF15694	Mediatorcomplexsubunit26middledomain
Med28	1	3.29826181602296e-05	PF11594	Mediatorcomplexsubunit28
Med29	4	0.000131930472640918	PF11568	Mediatorcomplexsubunit29
Med31	2	6.59652363204591e-05	PF05669	SOH1
Med4	4	0.000131930472640918	PF10018	Vitamin-D-receptorinteractingMediatorsubunit4
Med6	2	6.59652363204591e-05	PF04934	MED6mediatorsubcomplexcomponent
Med8	1	3.29826181602296e-05	PF10232	MediatorofRNApolymeraseIItranscriptioncomplexsubunit8
Mei4	1	3.29826181602296e-05	PF13971	Meiosis-specificproteinMei4
Meiosis_expr	1	3.29826181602296e-05	PF15163	Meiosis-expressed
Meis_PKNOX_N	8	0.000263860945281836	PF16493	N-terminalofHomeoboxMeisandPKNOX1
Melibiase_2	2	6.59652363204591e-05	PF16499	AlphagalactosidaseA
Membr_traf_MHD	2	6.59652363204591e-05	PF10540	Munc13(mammalianuncoordinated)homologydomain
Membralin	4	0.000131930472640918	PF09746	Tumour-associatedprotein
Memo	5	0.000164913090801148	PF01875	Memo-likeprotein
Menin	1	3.29826181602296e-05	PF05053	Menin
Mesd	1	3.29826181602296e-05	PF10185	ChaperoneforwinglesssignallingandtraffickingofLDLreceptor
Mesothelin	2	6.59652363204591e-05	PF06060	Pre-pro-megakaryocytepotentiatingfactorprecursor(Mesothelin)
Metallophos	26	0.000857548072165968	PF00149	Calcineurin-likephosphoesterase
Metallophos_2	2	6.59652363204591e-05	PF12850	Calcineurin-likephosphoesterasesuperfamilydomain
Metallophos_C	2	6.59652363204591e-05	PF14008	Iron/zincpurpleacidphosphatase-likeproteinC
Methyltr_RsmB-F	5	0.000164913090801148	PF01189	16SrRNAmethyltransferaseRsmB/F
Methyltr_RsmF_N	1	3.29826181602296e-05	PF17125	N-terminaldomainof16SrRNAmethyltransferaseRsmF
Methyltransf_10	5	0.000164913090801148	PF05971	RNAmethyltransferase
Methyltransf_11	4	0.000131930472640918	PF08241	Methyltransferasedomain
Methyltransf_15	2	6.59652363204591e-05	PF09445	RNAcapguanine-N2methyltransferase
Methyltransf_16	28	0.000923513308486428	PF10294	Lysinemethyltransferase
Methyltransf_1N	2	6.59652363204591e-05	PF02870	6-O-methylguanineDNAmethyltransferase,ribonuclease-likedomain
Methyltransf_2	1	3.29826181602296e-05	PF00891	O-methyltransferasedomain
Methyltransf_22	3	9.89478544806887e-05	PF13383	Methyltransferasedomain
Methyltransf_25	2	6.59652363204591e-05	PF13649	Methyltransferasedomain
Methyltransf_3	1	3.29826181602296e-05	PF01596	O-methyltransferase
Methyltransf_32	5	0.000164913090801148	PF13679	Methyltransferasedomain
Methyltransf_4	2	6.59652363204591e-05	PF02390	Putativemethyltransferase
Methyltransf_5	1	3.29826181602296e-05	PF01795	MraWmethylasefamily
Methyltransf_FA	1	3.29826181602296e-05	PF12248	Farnesoicacid0-methyltransferase
Mg_trans_NIPA	6	0.000197895708961377	PF05653	MagnesiumtransporterNIPA
MgtE	2	6.59652363204591e-05	PF01769	Divalentcationtransporter
Mic1	2	6.59652363204591e-05	PF07035	Coloncancer-associatedproteinMic1-like
Miga	1	3.29826181602296e-05	PF10265	Mitoguardin
Milton	1	3.29826181602296e-05	PF12448	Kinesinassociatedprotein
Mis14	3	9.89478544806887e-05	PF08641	KinetochoreproteinMis14like
MitMem_reg	1	3.29826181602296e-05	PF13012	Maintenanceofmitochondrialstructureandfunction
MitoNEET_N	2	6.59652363204591e-05	PF10660	Iron-containingoutermitochondrialmembraneproteinN-terminus
Mito_carr	70	0.00230878327121607	PF00153	Mitochondrialcarrierprotein
Mito_morph_reg	1	3.29826181602296e-05	PF14972	Mitochondrialmorphogenesisregulator
Mitofilin	4	0.000131930472640918	PF09731	Mitochondrialinnermembraneprotein
Mlf1IP	3	9.89478544806887e-05	PF10248	Myelodysplasia-myeloidleukemiafactor1-interactingprotein
Mlh1_C	2	6.59652363204591e-05	PF16413	DNAmismatchrepairproteinMlh1C-terminus
Mmp37	2	6.59652363204591e-05	PF09139	Phosphatidatecytidylyltransferase,mitochondrial
Mnd1	2	6.59652363204591e-05	PF03962	Mnd1HTHdomain
MnmE_helical	1	3.29826181602296e-05	PF12631	MnmEhelicaldomain
Mo-co_dimer	1	3.29826181602296e-05	PF03404	Mo-cooxidoreductasedimerisationdomain
Mo25	9	0.000296843563442066	PF08569	Mo25-like
MoCF_biosynth	11	0.000362808799762525	PF00994	Probablemolybdopterinbindingdomain
MoaE	1	3.29826181602296e-05	PF02391	MoaEprotein
Mob1_phocein	5	0.000164913090801148	PF03637	Mob1/phoceinfamily
Mod_r	5	0.000164913090801148	PF07200	Modifierofrudimentary(Mod(r))protein
MoeA_C	6	0.000197895708961377	PF03454	MoeAC-terminalregion(domainIV)
MoeA_N	3	9.89478544806887e-05	PF03453	MoeAN-terminalregion(domainIandII)
Mon1	1	3.29826181602296e-05	PF03164	TraffickingproteinMon1
Mon2_C	4	0.000131930472640918	PF16206	C-terminalregionofMon2protein
Motile_Sperm	16	0.000527721890563673	PF00635	MSP(Majorspermprotein)domain
Motilin_assoc	2	6.59652363204591e-05	PF04643	Motilin/ghrelin-associatedpeptide
Motilin_ghrelin	2	6.59652363204591e-05	PF04644	Motilin/ghrelin
Mss4	1	3.29826181602296e-05	PF04421	Mss4protein
Mst1_SARAH	4	0.000131930472640918	PF11629	CterminalSARAHdomainofMst1
MtN3_slv	1	3.29826181602296e-05	PF03083	Sugareffluxtransporterforintercellularexchange
Mt_ATP-synt_D	1	3.29826181602296e-05	PF05873	ATPsynthaseDchain,mitochondrial(ATP5H)
Mtc	5	0.000164913090801148	PF03820	Tricarboxylatecarrier
Mtp	5	0.000164913090801148	PF03821	Golgi4-transmembranespanningtransporter
Mucin-like	1	3.29826181602296e-05	PF16058	Mucin-like
Mucin2_WxxW	10	0.000329826181602296	PF13330	Mucin-2proteinWxxWrepeatingregion
Muskelin_N	7	0.000230878327121607	PF06588	MuskelinN-terminus
Mustang	1	3.29826181602296e-05	PF15682	Musculoskeletal,temporallyactivated-embryonicnuclearprotein1
Mut7-C	6	0.000197895708961377	PF01927	Mut7-CRNAsedomain
MutS_I	8	0.000263860945281836	PF01624	MutSdomainI
MutS_II	6	0.000197895708961377	PF05188	MutSdomainII
MutS_III	7	0.000230878327121607	PF05192	MutSdomainIII
MutS_IV	1	3.29826181602296e-05	PF05190	MutSfamilydomainIV
MutS_V	2	6.59652363204591e-05	PF00488	MutSdomainV
MyTH4	14	0.000461756654243214	PF00784	MyTH4domain
Myb_Cef	3	9.89478544806887e-05	PF11831	pre-mRNAsplicingfactorcomponent
Myb_DNA-bind_2	4	0.000131930472640918	PF08914	Rap1Mybdomain
Myb_DNA-bind_4	2	6.59652363204591e-05	PF13837	Myb/SANT-likeDNA-bindingdomain
Myb_DNA-bind_5	2	6.59652363204591e-05	PF13873	Myb/SANT-likeDNA-bindingdomain
Myb_DNA-bind_6	9	0.000296843563442066	PF13921	Myb-likeDNA-bindingdomain
Myb_DNA-bind_7	2	6.59652363204591e-05	PF15963	MybDNA-bindinglike
Myb_DNA-binding	60	0.00197895708961377	PF00249	Myb-likeDNA-bindingdomain
Myc-LZ	5	0.000164913090801148	PF02344	Mycleucinezipperdomain
Myc_N	3	9.89478544806887e-05	PF01056	Mycamino-terminalregion
Myelin_PLP	2	6.59652363204591e-05	PF01275	Myelinproteolipidprotein(PLPorlipophilin)
Myosin_N	28	0.000923513308486428	PF02736	MyosinN-terminalSH3-likedomain
Myosin_TH1	9	0.000296843563442066	PF06017	Unconventionalmyosintail,actin-andlipid-binding
Myosin_head	117	0.00385896632474686	PF00063	Myosinhead(motordomain)
Myosin_tail_1	56	0.00184702661697286	PF01576	Myosintail
Myotub-related	12	0.000395791417922755	PF06602	Myotubularin-likephosphatasedomain
N1221	5	0.000164913090801148	PF07923	N1221-likeprotein
NAAA-beta	2	6.59652363204591e-05	PF15508	betasubunitofN-acylethanolamine-hydrolyzingacidamidase
NAC	1	3.29826181602296e-05	PF01849	NACdomain
NACHT	7	0.000230878327121607	PF05729	NACHTdomain
NADH_4Fe-4S	2	6.59652363204591e-05	PF10589	NADH-ubiquinoneoxidoreductase-Firon-sulfurbindingregion
NADH_B2	2	6.59652363204591e-05	PF14813	NADHdehydrogenase1betasubcomplexsubunit2
NADH_oxidored	3	9.89478544806887e-05	PF08040	MNLLsubunit
NAD_Gly3P_dh_C	2	6.59652363204591e-05	PF07479	NAD-dependentglycerol-3-phosphatedehydrogenaseC-terminus
NAD_Gly3P_dh_N	3	9.89478544806887e-05	PF01210	NAD-dependentglycerol-3-phosphatedehydrogenaseN-terminus
NAD_binding_1	8	0.000263860945281836	PF00175	OxidoreductaseNAD-bindingdomain
NAD_binding_10	3	9.89478544806887e-05	PF13460	NAD(P)H-binding
NAD_binding_11	2	6.59652363204591e-05	PF14833	NAD-bindingofNADP-dependent3-hydroxyisobutyratedehydrogenase
NAD_binding_2	14	0.000461756654243214	PF03446	NADbindingdomainof6-phosphogluconatedehydrogenase
NAD_binding_4	8	0.000263860945281836	PF07993	Malesterilityprotein
NAD_binding_8	5	0.000164913090801148	PF13450	NAD(P)-bindingRossmann-likedomain
NAD_kinase	3	9.89478544806887e-05	PF01513	ATP-NADkinase
NAD_synthase	3	9.89478544806887e-05	PF02540	NADsynthase
NAP	5	0.000164913090801148	PF00956	Nucleosomeassemblyprotein(NAP)
NARG2_C	5	0.000164913090801148	PF10505	NMDAreceptor-regulatedgeneprotein2C-terminus
NARP1	4	0.000131930472640918	PF12569	NMDAreceptor-regulatedprotein1
NB-ARC	4	0.000131930472640918	PF00931	NB-ARCdomain
NCD1	3	9.89478544806887e-05	PF04904	NABconservedregion1(NCD1)
NCD2	3	9.89478544806887e-05	PF04905	NABconservedregion2(NCD2)
NCD3G	11	0.000362808799762525	PF07562	NineCysteinesDomainoffamily3GPCR
NCKAP5	3	9.89478544806887e-05	PF15246	Nck-associatedprotein5,Peripheralclockprotein
NCOA_u2	5	0.000164913090801148	PF16665	Unstructuredregiononnuclearreceptorcoactivatorprotein
NCU-G1	1	3.29826181602296e-05	PF15065	Lysosomaltranscriptionfactor,NCU-G1
NDK	15	0.000494739272403443	PF00334	Nucleosidediphosphatekinase
NDT80_PhoG	3	9.89478544806887e-05	PF05224	NDT80/PhoGlikeDNA-bindingfamily
NDUFA12	10	0.000329826181602296	PF05071	NADHubiquinoneoxidoreductasesubunitNDUFA12
NDUF_B12	1	3.29826181602296e-05	PF08122	NADH-ubiquinoneoxidoreductaseB12subunitfamily
NDUF_B7	2	6.59652363204591e-05	PF05676	NADH-ubiquinoneoxidoreductaseB18subunit(NDUFB7)
NDUF_C2	2	6.59652363204591e-05	PF06374	NADH-ubiquinoneoxidoreductasesubunitb14.5b(NDUFC2)
NEMP	2	6.59652363204591e-05	PF10225	NEMPfamily
NEXCaM_BD	3	9.89478544806887e-05	PF16644	RegulatoryregionofNa+/H+exchangerNHEbindstocalmodulin
NFACT-C	1	3.29826181602296e-05	PF11923	NFACTproteinC-terminaldomain
NFACT-R_1	3	9.89478544806887e-05	PF05670	NFACTproteinRNAbindingdomain
NFRKB_winged	1	3.29826181602296e-05	PF14465	NFRKBWingedHelix-like
NGP1NT	1	3.29826181602296e-05	PF08153	NGP1NT(NUC091)domain
NHL	2	6.59652363204591e-05	PF01436	NHLrepeat
NHR2	31	0.00102246116296712	PF08788	NHR2domainlike
NHS	2	6.59652363204591e-05	PF15273	NHS-like
NIBRIN_BRCT_II	2	6.59652363204591e-05	PF16508	SecondBRCTdomainonNijmegensyndromebreakageprotein
NID	1	3.29826181602296e-05	PF07292	Nmi/IFP35domain(NID)
NIDO	3	9.89478544806887e-05	PF06119	Nidogen-like
NIF	14	0.000461756654243214	PF03031	NLIinteractingfactor-likephosphatase
NIPSNAP	1	3.29826181602296e-05	PF07978	NIPSNAP
NKAIN	10	0.000329826181602296	PF05640	Na,K-AtpaseInteractingprotein
NLE	2	6.59652363204591e-05	PF08154	NLE(NUC135)domain
NMD3	2	6.59652363204591e-05	PF04981	NMD3family
NMDAR2_C	5	0.000164913090801148	PF10565	N-methylD-aspartatereceptor2B3C-terminus
NMT	3	9.89478544806887e-05	PF01233	Myristoyl-CoA:proteinN-myristoyltransferase,N-terminaldomain
NMT_C	3	9.89478544806887e-05	PF02799	Myristoyl-CoA:proteinN-myristoyltransferase,C-terminaldomain
NNMT_PNMT_TEMT	6	0.000197895708961377	PF01234	NNMT/PNMT/TEMTfamily
NOB1_Zn_bind	1	3.29826181602296e-05	PF08772	Ninonebinding(NOB1)Zn-ribbonlike
NOD	9	0.000296843563442066	PF06816	NOTCHprotein
NODP	10	0.000329826181602296	PF07684	NOTCHprotein
NOP5NT	2	6.59652363204591e-05	PF08156	NOP5NT(NUC127)domain
NOPS	18	0.000593687126884132	PF08075	NOPS(NUC059)domain
NOT2_3_5	4	0.000131930472640918	PF04153	NOT2/NOT3/NOT5family
NO_synthase	2	6.59652363204591e-05	PF02898	Nitricoxidesynthase,oxygenasedomain
NPC1_N	1	3.29826181602296e-05	PF16414	Niemann-PickC1Nterminus
NPIP	1	3.29826181602296e-05	PF06409	Nuclearporecomplexinteractingprotein(NPIP)
NPL4	10	0.000329826181602296	PF05021	NPL4family
NPM1-C	3	9.89478544806887e-05	PF16276	NucleophosminC-terminaldomain
NPR3	1	3.29826181602296e-05	PF03666	NitrogenPermeaseregulatorofaminoacidtransportactivity3
NRBF2	2	6.59652363204591e-05	PF08961	Nuclearreceptor-bindingfactor2,autophagyregulator
NRBF2_MIT	4	0.000131930472640918	PF17169	MITdomainofnuclearreceptor-bindingfactor2
NRDE-2	1	3.29826181602296e-05	PF08424	NRDE-2,necessaryforRNAinterference
NT-C2	21	0.000692634981364821	PF10358	N-terminalC2inEEIG1andEHBP1proteins
NT5C	2	6.59652363204591e-05	PF06941	5'nucleotidase,deoxy(Pyrimidine),cytosolictypeCprotein(NT5C)
NTF2	9	0.000296843563442066	PF02136	Nucleartransportfactor2(NTF2)domain
NTP_transf_2	6	0.000197895708961377	PF01909	Nucleotidyltransferasedomain
NTP_transferase	1	3.29826181602296e-05	PF00483	Nucleotidyltransferase
NTPase_1	1	3.29826181602296e-05	PF03266	NTPase
NTPase_I-T	1	3.29826181602296e-05	PF01931	ProteinofunknownfunctionDUF84
NTR	5	0.000164913090801148	PF01759	UNC-6/NTR/C345Cmodule
NUC130_3NT	1	3.29826181602296e-05	PF08158	NUC130/3NTdomain
NUC173	2	6.59652363204591e-05	PF08161	NUC173domain
NUC194	5	0.000164913090801148	PF08163	NUC194domain
NUC202	1	3.29826181602296e-05	PF08166	NUC202domain
NUC205	4	0.000131930472640918	PF08168	NUC205domain
NUDE_C	4	0.000131930472640918	PF04880	NUDEprotein,C-terminalconservedregion
NUDIX	15	0.000494739272403443	PF00293	NUDIXdomain
NUDIX_2	1	3.29826181602296e-05	PF13869	Nucleotidehydrolase
NUFIP1	1	3.29826181602296e-05	PF10453	NuclearfragileXmentalretardation-interactingprotein1(NUFIP1)
NUP50	2	6.59652363204591e-05	PF08911	NUP50(Nucleoporin50kDa)
NUT	1	3.29826181602296e-05	PF12881	NUTprotein
NYAP_N	4	0.000131930472640918	PF15439	Neuronaltyrosine-phosphorylatedphosphoinositide-3-kinaseadapter
NYD-SP12_N	4	0.000131930472640918	PF15015	Spermatogenesis-associated,N-terminal
NYD-SP28	1	3.29826181602296e-05	PF14772	Spermtail
NYD-SP28_assoc	1	3.29826181602296e-05	PF14775	SpermtailC-terminaldomain
NYN	4	0.000131930472640918	PF01936	NYNdomain
N_BRCA1_IG	9	0.000296843563442066	PF16158	Ig-likedomainfromnexttoBRCA1gene
Na_Ca_ex	11	0.000362808799762525	PF01699	Sodium/calciumexchangerprotein
Na_Ca_ex_C	2	6.59652363204591e-05	PF16494	C-terminalextensionofsodium/calciumexchangerdomain
Na_H_Exchanger	24	0.000791582835845509	PF00999	Sodium/hydrogenexchangerfamily
Na_K-ATPase	4	0.000131930472640918	PF00287	Sodium/potassiumATPasebetachain
Na_Pi_cotrans	2	6.59652363204591e-05	PF02690	Na+/Pi-cotransporter
Na_trans_assoc	4	0.000131930472640918	PF06512	Sodiumiontransport-associated
Na_trans_cytopl	3	9.89478544806887e-05	PF11933	Cytoplasmicdomainofvoltage-gatedNa+ionchannel
Nab1	2	6.59652363204591e-05	PF04902	ConservedregioninNab1
NatB_MDM20	1	3.29826181602296e-05	PF09797	N-acetyltransferaseBcomplex(NatB)noncatalyticsubunit
Nbas_N	5	0.000164913090801148	PF15492	Neuroblastoma-amplifiedsequence,Nterminal
Nbl1_Borealin_N	1	3.29826181602296e-05	PF10444	Nbl1/BorealinNterminal
Nckap1	6	0.000197895708961377	PF09735	Membrane-associatedapoptosisprotein
Ndc1_Nup	6	0.000197895708961377	PF09531	NucleoporinproteinNdc1-Nup
Ndc80_HEC	3	9.89478544806887e-05	PF03801	HEC/Ndc80pfamily
Ndr	2	6.59652363204591e-05	PF03096	Ndrfamily
Ndufs5	2	6.59652363204591e-05	PF10200	NADH:ubiquinoneoxidoreductase,NDUFS5-15kDa
Nebulin	7	0.000230878327121607	PF00880	Nebulinrepeat
Nefa_Nip30_N	5	0.000164913090801148	PF10187	N-terminaldomainofNEFA-interactingnuclearproteinNIP30
Neogenin_C	4	0.000131930472640918	PF06583	NeogeninC-terminus
NeuB	1	3.29826181602296e-05	PF03102	NeuBfamily
Neur_chan_LBD	12	0.000395791417922755	PF02931	Neurotransmitter-gatedion-channelligandbindingdomain
Neur_chan_memb	9	0.000296843563442066	PF02932	Neurotransmitter-gatedion-channeltransmembraneregion
Neural_ProG_Cyt	1	3.29826181602296e-05	PF06567	Neuralchondroitinsulphateproteoglycancytoplasmicdomain
Neuralized	3	9.89478544806887e-05	PF07177	Neuralized
Neuregulin	6	0.000197895708961377	PF02158	Neuregulinintracellularregion
Neurexophilin	2	6.59652363204591e-05	PF06312	Neurexophilin
Neuro_bHLH	2	6.59652363204591e-05	PF12533	Neuronalhelix-loop-helixtranscriptionfactor
Neuromodulin	1	3.29826181602296e-05	PF06614	Neuromodulin
Nexin_C	1	3.29826181602296e-05	PF08628	SortingnexinCterminal
NfI_DNAbd_pre-N	45	0.00148421781721033	PF10524	NuclearfactorIproteinpre-N-terminus
Nic96	2	6.59652363204591e-05	PF04097	Nup93/Nic96
Nicastrin	2	6.59652363204591e-05	PF05450	Nicastrin
Ninjurin	8	0.000263860945281836	PF04923	Ninjurin
