Pfam_name	Pfam_description	freq	freq1
Smg8_Smg9	Smg8_Smg9	3	0.000148588410104012
DUF2151	Cellcycleanddevelopmentregulator	1	4.95294700346706e-05
DUF2152	Uncharacterizedconservedprotein(DUF2152)	1	4.95294700346706e-05
DUF2181	Uncharacterizedconservedprotein(DUF2181)	2	9.90589400693413e-05
DUF2205	Shortcoiled-coilprotein	1	4.95294700346706e-05
NEMP	NEMPfamily	2	9.90589400693413e-05
CCDC85	CCDC85family	3	0.000148588410104012
DUF2228	Uncharacterisedconservedprotein(DUF2228)	1	4.95294700346706e-05
MMADHC	MethylmalonicaciduriaandhomocystinuriatypeDprotein	1	4.95294700346706e-05
LIDHydrolase	Lipid-dropletassociatedhydrolase	1	4.95294700346706e-05
DUF2315	Apoptogenicprotein1	2	9.90589400693413e-05
Med8	MediatorofRNApolymeraseIItranscriptioncomplexsubunit8	1	4.95294700346706e-05
Cg6151-P	UncharacterizedconservedproteinCG6151-P	1	4.95294700346706e-05
Cluap1	Clusterin-associatedprotein-1	1	4.95294700346706e-05
Cript	Microtubule-associatedproteinCRIPT	1	4.95294700346706e-05
DAP3	Mitochondrialribosomaldeath-associatedprotein3	1	4.95294700346706e-05
N6-adenineMlase	ProbableN6-adeninemethyltransferase	2	9.90589400693413e-05
Eapp_C	E2F-associatedphosphoprotein	1	4.95294700346706e-05
DUF2465	Proteinofunknownfunction(DUF2465)	3	0.000148588410104012
DUF2464	Multivesicularbodysubunit12	2	9.90589400693413e-05
KxDL	Uncharacterizedconservedprotein	1	4.95294700346706e-05
L_HMGIC_fpl	LipomaHMGICfusionpartner-likeprotein	7	0.000346706290242694
MIP-T3	Microtubule-bindingproteinMIP-T3CH-likedomain	1	4.95294700346706e-05
MRP-L51	Mitochondrialribosomalsubunit	1	4.95294700346706e-05
MRP-S22	Mitochondrial28SribosomalproteinS22	1	4.95294700346706e-05
MRP-S35	MitochondrialribosomalproteinMRP-S35	2	9.90589400693413e-05
Romo1	Reactivemitochondrialoxygenspeciesmodulator1	1	4.95294700346706e-05
Mlf1IP	Myelodysplasia-myeloidleukemiafactor1-interactingprotein	2	9.90589400693413e-05
NDUFB10	NADH-ubiquinoneoxidoreductasesubunit10	1	4.95294700346706e-05
O-FucT	GDP-fucoseproteinO-fucosyltransferase	2	9.90589400693413e-05
PEN-2	Presenilinenhancer-2subunitofgammasecretase	2	9.90589400693413e-05
PP28	CaseinkinasesubstratephosphoproteinPP28	1	4.95294700346706e-05
PRCC	Mitoticcheckpointregulator,MAD2B-interacting	1	4.95294700346706e-05
Pacs-1	PACS-1cytosolicsortingprotein	2	9.90589400693413e-05
Paf67	RNApolymeraseI-associatedfactorPAF67	1	4.95294700346706e-05
Erf4	GolginsubfamilyAmember7/ERF4family	4	0.000198117880138683
RAI16-like	Retinoicacidinduced16-likeprotein	4	0.000198117880138683
RNA_GG_bind	PHAXRNA-bindingdomain	1	4.95294700346706e-05
Rogdi_lz	Rogdileucinezippercontainingprotein	1	4.95294700346706e-05
SAYSvFN	Uncharacterizedconserveddomain(SAYSvFN)	1	4.95294700346706e-05
Scs3p	Inositolphospholipidsynthesisandfat-storage-inducingTM	1	4.95294700346706e-05
Rdx	Rdxfamily	5	0.000247647350173353
SprT-like	SprT-likefamily	2	9.90589400693413e-05
Stork_head	WingedhelixStorkhead-box1domain	2	9.90589400693413e-05
Miga	Mitoguardin	2	9.90589400693413e-05
Strumpellin	Hereditaryspasticparaplegiaproteinstrumpellin	1	4.95294700346706e-05
Tmemb_cc2	Predictedtransmembraneandcoiled-coil2protein	5	0.000247647350173353
Tmemb_161AB	Predictedtransmembraneprotein161AB	2	9.90589400693413e-05
Tmemb_185A	TransmembraneFragile-X-Fprotein	4	0.000198117880138683
MMgT	Membranemagnesiumtransporter	1	4.95294700346706e-05
Tmp39	Putativetransmembraneprotein	2	9.90589400693413e-05
Tmpp129	Putativetransmembraneproteinprecursor	1	4.95294700346706e-05
WGG	Pre-rRNA-processingproteinTSR2	1	4.95294700346706e-05
ParcG	Parkinco-regulatedprotein	2	9.90589400693413e-05
Peptidase_C65	PeptidaseC65Otubain	2	9.90589400693413e-05
zf-CHCC	Zinc-fingerdomain	1	4.95294700346706e-05
Frag1	Frag1/DRAM/Sfk1family	6	0.000297176820208024
Med19	MediatorofRNApolIItranscriptionsubunit19	1	4.95294700346706e-05
Med11	Mediatorcomplexprotein	1	4.95294700346706e-05
zf-CCHH	PBZdomain	1	4.95294700346706e-05
CTU2	CytoplasmictRNA2-thiolationprotein2	1	4.95294700346706e-05
muHD	MuniscinC-terminalmuhomologydomain	3	0.000148588410104012
Methyltransf_16	Lysinemethyltransferase	12	0.000594353640416047
DUF3808	Proteinofunknownfunction(DUF3808)	3	0.000148588410104012
RTP1_C2	RequiredfornucleartransportofRNApolIIC-terminus2	1	4.95294700346706e-05
NCBP3	Nuclearcap-bindingproteinsubunit3	1	4.95294700346706e-05
Cactin_mid	Conservedmidregionofcactin	1	4.95294700346706e-05
7TM_GPCR_Srx	Serpentinetype7TMGPCRchemoreceptorSrx	1	4.95294700346706e-05
TPP1	Shelterincomplexsubunit,TPP1/ACD	1	4.95294700346706e-05
Q_salvage	PotentialQueuosine,Q,salvageproteinfamily	1	4.95294700346706e-05
Fmp27	MitochondrialproteinfromFMP27	1	4.95294700346706e-05
Cohesin_load	Cohesinloadingfactor	1	4.95294700346706e-05
Fmp27_GFWDK	RNApolIIpromoterFmp27proteindomain	1	4.95294700346706e-05
DUF2428	Putativedeath-receptorfusionprotein(DUF2428)	1	4.95294700346706e-05
Apt1	Golgi-bodylocalisationproteindomain	1	4.95294700346706e-05
DUF2431	Domainofunknownfunction(DUF2431)	2	9.90589400693413e-05
Kin17_mid	DomainofKin17curvedDNA-bindingprotein	1	4.95294700346706e-05
NT-C2	N-terminalC2inEEIG1andEHBP1proteins	4	0.000198117880138683
RTP1_C1	RequiredfornucleartransportofRNApolIIC-terminus1	1	4.95294700346706e-05
Vps39_1	Vacuolarsortingprotein39domain1	2	9.90589400693413e-05
Vps39_2	Vacuolarsortingprotein39domain2	2	9.90589400693413e-05
EST1_DNA_bind	Est1DNA/RNAbindingdomain	3	0.000148588410104012
EST1	TelomeraseactivatingproteinEst1	3	0.000148588410104012
Mei5	Double-strandrecombinationrepairprotein	1	4.95294700346706e-05
ATG11	Autophagy-relatedprotein11	1	4.95294700346706e-05
Autophagy_C	AutophagocytosisassociatedproteinC-terminal	1	4.95294700346706e-05
DUF2439	Proteinofunknownfunction(DUF2439)	1	4.95294700346706e-05
Scm3	CentromereproteinScm3	1	4.95294700346706e-05
ELL	RNApolymeraseIIelongationfactorELL	3	0.000148588410104012
DNA_pol_lambd_f	FingersdomainofDNApolymeraselambda	4	0.000198117880138683
COG5	Golgitransportcomplexsubunit5	1	4.95294700346706e-05
Matrilin_ccoil	Trimericcoiled-coiloligomerisationdomainofmatrilin	4	0.000198117880138683
Hat1_N	HistoneacetyltransferaseHAT1N-terminus	1	4.95294700346706e-05
TrmE_N	GTP-bindingproteinTrmEN-terminus	1	4.95294700346706e-05
ADSL_C	AdenylosuccinatelyaseC-terminus	1	4.95294700346706e-05
IRF-3	Interferon-regulatoryfactor3	7	0.000346706290242694
BHD_1	Rad4beta-hairpindomain1	1	4.95294700346706e-05
BHD_2	Rad4beta-hairpindomain2	1	4.95294700346706e-05
BHD_3	Rad4beta-hairpindomain3	1	4.95294700346706e-05
TAF8_C	TranscriptionfactorTFIIDcomplexsubunit8C-term	1	4.95294700346706e-05
Ufd2P_core	Ubiquitinelongatingfactorcore	2	9.90589400693413e-05
PTEN_C2	C2domainofPTENtumour-suppressorprotein	8	0.000396235760277365
Rhodopsin_N	AminoterminaloftheG-proteinreceptorrhodopsin	1	4.95294700346706e-05
FumaraseC_C	FumaraseCC-terminus	1	4.95294700346706e-05
1-cysPrx_C	C-terminaldomainof1-Cysperoxiredoxin	5	0.000247647350173353
TFIIIC_sub6	TFIIICsubunittriplebarreldomain	1	4.95294700346706e-05
IL12p40_C	Cytokineinterleukin-12p40C-terminus	1	4.95294700346706e-05
OAS1_C	2'-5'-oligoadenylatesynthetase1,domain2,C-terminus	4	0.000198117880138683
zf-RAG1	Recombination-activatingprotein1zinc-fingerdomain	1	4.95294700346706e-05
Ago_hook	Argonautehook	3	0.000148588410104012
Ig_Tie2_1	Tie-2Ig-likedomain1	1	4.95294700346706e-05
ClpB_D2-small	C-terminal,D2-smalldomain,ofClpBprotein	2	9.90589400693413e-05
MMS1_N	Mono-functionalDNA-alkylatingmethylmethanesulfonateN-term	3	0.000148588410104012
BCDHK_Adom3	Mitochondrialbranched-chainalpha-ketoaciddehydrogenasekinase	5	0.000247647350173353
Urb2	Urb2/Npa2family	1	4.95294700346706e-05
FIST_C	FISTCdomain	1	4.95294700346706e-05
Nbl1_Borealin_N	Nbl1/BorealinNterminal	1	4.95294700346706e-05
EXOSC1	ExosomecomponentEXOSC1/CSL4	1	4.95294700346706e-05
NUFIP1	NuclearfragileXmentalretardation-interactingprotein1(NUFIP1)	1	4.95294700346706e-05
BAR_3_WASP_bdg	WASP-bindingdomainofSortingnexinprotein	3	0.000148588410104012
MENTAL	Cholesterol-capturingdomain	2	9.90589400693413e-05
Peptidase_S68	PeptidaseS68	1	4.95294700346706e-05
AKAP7_NLS	AKAP72'5'RNAligase-likedomain	3	0.000148588410104012
AKAP7_RIRII_bdg	PKA-RI-RIIsubunitbindingdomainofA-kinaseanchorprotein	2	9.90589400693413e-05
ANAPC_CDC26	Anaphase-promotingcomplexAPCsubunitCDC26	1	4.95294700346706e-05
CReP_N	eIF2-alphaphosphatasephosphorylationconstitutiverepressor	1	4.95294700346706e-05
CENP-F_leu_zip	Leucine-richrepeatsofkinetochoreproteinCenp-F/LEK1	1	4.95294700346706e-05
DUF2451	ProteinofunknownfunctionC-terminus(DUF2451)	1	4.95294700346706e-05
Vps54_N	Vacuolar-sortingprotein54,ofGARPcomplex	2	9.90589400693413e-05
DUF2448	ProteinofunknownfunctionC-terminus(DUF2448)	1	4.95294700346706e-05
EIF4E-T	NucleocytoplasmicshuttlingproteinformRNAcap-bindingEIF4E	1	4.95294700346706e-05
FSA_C	Fragilesite-associatedproteinC-terminus	1	4.95294700346706e-05
ICAP-1_inte_bdg	Beta-1integrinbindingprotein	1	4.95294700346706e-05
CENP-F_N	Cenp-FN-terminaldomain	1	4.95294700346706e-05
CtIP_N	Tumour-suppressorproteinCtIPN-terminaldomain	2	9.90589400693413e-05
Elong_Iki1	ElongatorsubunitIki1	1	4.95294700346706e-05
MRP-S23	MitochondrialribosomalproteinS23	1	4.95294700346706e-05
PI3K_1B_p101	Phosphoinositide3-kinasegammaadapterproteinp101subunit	2	9.90589400693413e-05
Nup188	NucleoporinsubcomplexproteinbindingtoPom34	2	9.90589400693413e-05
PP1c_bdg	Phosphatase-1catalyticsubunitbindingregion	2	9.90589400693413e-05
CENP-F_C_Rb_bdg	Rb-bindingdomainofkinetochoreproteinCenp-F/LEK1	1	4.95294700346706e-05
Nrf1_DNA-bind	NLS-bindingandDNA-bindinganddimerisationdomainsofNrf1	1	4.95294700346706e-05
Nrf1_activ_bdg	Nrf1activatoractivationsitebindingdomain	1	4.95294700346706e-05
Rod_C	RoughdealproteinC-terminalregion	1	4.95294700346706e-05
Stk19	Serine-threonineproteinkinase19	1	4.95294700346706e-05
PACT_coil_coil	Pericentrin-AKAP-450domainofcentrosomaltargetingprotein	2	9.90589400693413e-05
Syntaxin-18_N	SNARE-complexproteinSyntaxin-18N-terminus	1	4.95294700346706e-05
zf-4CXXC_R1	Zinc-fingerdomainofmonoamine-oxidaseArepressorR1	2	9.90589400693413e-05
IFT57	Intra-flagellartransportprotein57	1	4.95294700346706e-05
SR-25	NuclearRNA-splicing-associatedprotein	1	4.95294700346706e-05
Ribosomal_L50	Ribosomalsubunit39S	1	4.95294700346706e-05
DUF2452	Proteinofunknownfunction(DUF2452)	1	4.95294700346706e-05
NARG2_C	NMDAreceptor-regulatedgeneprotein2C-terminus	1	4.95294700346706e-05
MCC-bdg_PDZ	PDZdomainofMCC-2bdgproteinforUshersyndrome	2	9.90589400693413e-05
TMEM65	Transmembraneprotein65	1	4.95294700346706e-05
Proteasom_PSMB	Proteasomenon-ATPase26Ssubunit	1	4.95294700346706e-05
GalKase_gal_bdg	Galactokinasegalactose-bindingsignature	2	9.90589400693413e-05
PIG-S	Phosphatidylinositol-glycanbiosynthesisclassSprotein	1	4.95294700346706e-05
Cementoin	Trappinproteintransglutaminasebindingdomain	1	4.95294700346706e-05
Borealin	Celldivisioncycle-associatedprotein8	1	4.95294700346706e-05
EPL1	Enhancerofpolycomb-like	8	0.000396235760277365
Bcl-2_BAD	Pro-apoptoticBcl-2protein,BAD	1	4.95294700346706e-05
APP_amyloid	Beta-amyloidprecursorproteinC-terminus	3	0.000148588410104012
SHNi-TPR	SHNi-TPR	1	4.95294700346706e-05
TMEM189_B_dmain	BdomainofTMEM189,localisationdomain	2	9.90589400693413e-05
Tti2	Tti2family	1	4.95294700346706e-05
RII_binding_1	RIIbindingdomain	4	0.000198117880138683
BEN	BENdomain	9	0.000445765230312036
NfI_DNAbd_pre-N	NuclearfactorIproteinpre-N-terminus	4	0.000198117880138683
Engrail_1_C_sig	EngrailedhomeoboxC-terminalsignaturedomain	2	9.90589400693413e-05
Hist_rich_Ca-bd	Histidine-richCalcium-bindingrepeatregion	1	4.95294700346706e-05
SLBB	SLBBdomain	1	4.95294700346706e-05
CRIC_ras_sig	Connectorenhancerofkinasesuppressorofras	3	0.000148588410104012
WAC_Acf1_DNA_bd	ATP-utilisingchromatinassemblyandremodellingN-terminal	2	9.90589400693413e-05
Membr_traf_MHD	Munc13(mammalianuncoordinated)homologydomain	5	0.000247647350173353
KASH	Nuclearenvelopelocalisationdomain	4	0.000198117880138683
Cullin_Nedd8	Cullinproteinneddylationdomain	8	0.000396235760277365
MTP18	Mitochondrial18KDaprotein(MTP18)	2	9.90589400693413e-05
Plug_translocon	PlugdomainofSec61p	2	9.90589400693413e-05
UPF0565	UncharacterisedproteinfamilyUPF0565	1	4.95294700346706e-05
CaM_bdg_C0	Calmodulin-bindingdomainC0ofNMDAreceptorNR1subunit	1	4.95294700346706e-05
NMDAR2_C	N-methylD-aspartatereceptor2B3C-terminus	3	0.000148588410104012
Tom37	Outermitochondrialmembranetransportcomplexprotein	3	0.000148588410104012
Thiol-ester_cl	Zincfinger,ZZtype	10	0.000495294700346706
Myelin-PO_C	Myelin-POcytoplasmicC-termp65bindingregion	1	4.95294700346706e-05
UPF0547	UncharacterisedproteinfamilyUPF0547	1	4.95294700346706e-05
UPF0556	UncharacterisedproteinfamilyUPF0556	1	4.95294700346706e-05
UPF0561	UncharacterisedproteinfamilyUPF0561	1	4.95294700346706e-05
UPF0552	Arp2/3-interactingproteinsArpin	2	9.90589400693413e-05
UPF0560	UncharacterisedproteinfamilyUPF0560	3	0.000148588410104012
Rapsyn_N	RapsynN-terminalmyristoylationandlinkerregion	1	4.95294700346706e-05
Neuromodulin_N	GapjunctionproteinN-terminalregion	1	4.95294700346706e-05
Synapsin_N	SynapsinN-terminal	3	0.000148588410104012
Involucrin_N	InvolucrinofsquamousepitheliaN-terminus	1	4.95294700346706e-05
Proteasome_A_N	ProteasomesubunitAN-terminalsignature	10	0.000495294700346706
UBA_e1_thiolCys	Ubiquitin-activatingenzymeactivesite	3	0.000148588410104012
EF-1_beta_acid	Eukaryoticelongationfactor1betacentralacidicregion	2	9.90589400693413e-05
NADH-G_4Fe-4S_3	NADH-ubiquinoneoxidoreductase-Giron-sulfurbindingregion	1	4.95294700346706e-05
NADH_4Fe-4S	NADH-ubiquinoneoxidoreductase-Firon-sulfurbindingregion	1	4.95294700346706e-05
PNP_phzG_C	Pyridoxine5'-phosphateoxidaseC-terminaldimerisationregion	1	4.95294700346706e-05
SPARC_Ca_bdg	SecretedproteinacidicandrichincysteineCabindingregion	7	0.000346706290242694
UPF0564	UncharacterisedproteinfamilyUPF0564	2	9.90589400693413e-05
U6-snRNA_bdg	U6-snRNAinteractingdomainofPrP8	1	4.95294700346706e-05
U5_2-snRNA_bdg	U5-snRNAbindingsite2ofPrP8	1	4.95294700346706e-05
RRM_4	RNArecognitionmotifofthespliceosomalPrP8	1	4.95294700346706e-05
Nup_retrotrp_bd	Retro-transposontransportingmotif	1	4.95294700346706e-05
PDZ_assoc	PDZ-associateddomainofNMDAreceptors	4	0.000198117880138683
zf-LITAF-like	LITAF-likezincribbondomain	3	0.000148588410104012
RPN7	26SproteasomesubunitRPN7	2	9.90589400693413e-05
GluR_Homer-bdg	Homer-bindingdomainofmetabotropicglutamatereceptor	2	9.90589400693413e-05
CLTH	CTLH/CRAC-terminaltoLisHmotifdomain	6	0.000297176820208024
MAGUK_N_PEST	Polyubiquitination(PEST)N-terminaldomainofMAGUK	4	0.000198117880138683
ParA	NUBPLiron-transferP-loopNTPase	3	0.000148588410104012
Lig_chan-Glu_bd	LigatedionchannelL-glutamate-andglycine-bindingsite	18	0.000891530460624071
DUF2475	Proteinofunknownfunction(DUF2475)	3	0.000148588410104012
DUF2476	Proteinofunknownfunction(DUF2476)	5	0.000247647350173353
DUF2477	Proteinofunknownfunction(DUF2477)	1	4.95294700346706e-05
Ofd1_CTDD	Oxoglutarateandiron-dependentoxygenasedegradationC-term	1	4.95294700346706e-05
TMEM234	Putativetransmembranefamily234	1	4.95294700346706e-05
Misat_Tub_SegII	MisatoSegmentIItubulin-likedomain	1	4.95294700346706e-05
zf-C3H1	Putativezinc-fingerdomain	1	4.95294700346706e-05
MitoNEET_N	Iron-containingoutermitochondrialmembraneproteinN-terminus	2	9.90589400693413e-05
Med1	MediatorofRNApolymeraseIItranscriptionsubunit1	1	4.95294700346706e-05
MRP_L53	39SribosomalproteinL53/MRP-L53	1	4.95294700346706e-05
DUF2678	Proteinofunknownfunction(DUF2678)	1	4.95294700346706e-05
CYYR1	Cysteineandtyrosine-richprotein1	1	4.95294700346706e-05
DUF2781	Proteinofunknownfunction(DUF2781)	3	0.000148588410104012
SelK_SelG	SelenoproteinSelK_SelG	1	4.95294700346706e-05
Beta-Casp	Beta-Caspdomain	4	0.000198117880138683
RDM	RFPLdefiningmotif(RDM)	5	0.000247647350173353
DUF2615	Proteinofunknownfunction(DUF2615)	1	4.95294700346706e-05
DUF2723	Proteinofunknownfunction(DUF2723)	1	4.95294700346706e-05
DAZAP2	DAZassociatedprotein2(DAZAP2)	1	4.95294700346706e-05
ApoM	ApoMdomain	1	4.95294700346706e-05
SnAPC_2_like	SmallnuclearRNAactivatingcomplexsubunit2,SNAP190Myb	1	4.95294700346706e-05
Musclin	Insulin-resistancepromotingpeptideinskeletalmuscle	1	4.95294700346706e-05
Cortexin	Cortexinofkidney	5	0.000247647350173353
DUF2870	Proteinofunknownfunction(DUF2870)	2	9.90589400693413e-05
Alveol-reg_P311	Neuronalprotein3.1(p311)	1	4.95294700346706e-05
Gemin7	Gem-associatedprotein7(Gemin7)	1	4.95294700346706e-05
FANCF	FanconianemiagroupFprotein(FANCF)	1	4.95294700346706e-05
RFamide_26RFa	OrexigenicneuropeptideQrfp/P518	1	4.95294700346706e-05
CENP-M	CentromereproteinM(CENP-M)	1	4.95294700346706e-05
Tma16	Translationmachinery-associatedprotein16	1	4.95294700346706e-05
Med21	Subunit21ofMediatorcomplex	1	4.95294700346706e-05
Focadhesin	Focadhesin	1	4.95294700346706e-05
Med25	Mediatorcomplexsubunit25PTOVactivationandsynapsin2	2	9.90589400693413e-05
Med25_SD1	Mediatorcomplexsubunit25synapsin1	1	4.95294700346706e-05
Med25_NR-box	Mediatorcomplexsubunit25C-terminalNRbox-containing	1	4.95294700346706e-05
IRF-2BP1_2	Interferonregulatoryfactor2-bindingproteinzincfinger	3	0.000148588410104012
Tho2	Transcriptionfactor/nuclearexportsubunitprotein2	1	4.95294700346706e-05
Med25_VWA	Mediatorcomplexsubunit25vonWillebrandfactortypeA	1	4.95294700346706e-05
Med24_N	Mediatorcomplexsubunit24N-terminal	1	4.95294700346706e-05
Med30	Mediatorcomplexsubunit30	1	4.95294700346706e-05
DUF3128	Proteinofunknownfunction(DUF3128)	1	4.95294700346706e-05
Spy1	Cellcycleregulatoryprotein	10	0.000495294700346706
SOGA	ProteinSOGA	3	0.000148588410104012
Stealth_CR2	StealthproteinCR2,conservedregion2	1	4.95294700346706e-05
Potassium_chann	Potassiumvoltage-gatedchannel	2	9.90589400693413e-05
SARA	Smadanchorforreceptoractivation(SARA)	1	4.95294700346706e-05
DNA_ligase_IV	DNAligaseIV	1	4.95294700346706e-05
HIF-1	Hypoxia-induciblefactor-1	3	0.000148588410104012
Suppressor_APC	Adenomatouspolyposiscolitumoursuppressorprotein	4	0.000198117880138683
Syntaxin-5_N	Syntaxin-5N-terminal,Sly1p-bindingdomain	1	4.95294700346706e-05
RILP	Rabinteractinglysosomalprotein	3	0.000148588410104012
Rbsn	RabenosynRabbindingdomain	1	4.95294700346706e-05
Receptor_2B4	Naturalkillercellreceptor2B4	1	4.95294700346706e-05
Doppel	Prion-likeproteinDoppel	1	4.95294700346706e-05
LEDGF	Lensepithelium-derivedgrowthfactor(LEDGF)	2	9.90589400693413e-05
TUG-UBL1	TUGubiquitin-likedomain	1	4.95294700346706e-05
Lge1	TranscriptionalregulatoryproteinLGE1	1	4.95294700346706e-05
BCL9	B-celllymphoma9protein	2	9.90589400693413e-05
FA_FANCE	FanconiAnaemiagroupEproteinFANCE	1	4.95294700346706e-05
Cul7	MousedevelopmentandcellularproliferationproteinCullin-7	3	0.000148588410104012
TFIIE-A_C	C-terminalgeneraltranscriptionfactorTFIIEalpha	1	4.95294700346706e-05
ARL2_Bind_BART	TheARF-like2bindingproteinBART	2	9.90589400693413e-05
CARM1	Coactivator-associatedargininemethyltransferase1Nterminal	1	4.95294700346706e-05
HnRNP_M	HeterogeneousnuclearribonucleoproteinM	1	4.95294700346706e-05
Snurportin1	Snurportin1	1	4.95294700346706e-05
Dynein_IC2	Cytoplasmicdynein1intermediatechain2	2	9.90589400693413e-05
UN_NPL4	NuclearporelocalisationproteinNPL4	1	4.95294700346706e-05
E3_UbLigase_EDD	E3ubiquitinligaseEDD	1	4.95294700346706e-05
Receptor_IA-2	Protein-tyrosinephosphatasereceptorIA-2	2	9.90589400693413e-05
Inhibitor_Mig-6	EGFRreceptorinhibitorMig-6	2	9.90589400693413e-05
ADIP	Afadin-andalpha-actinin-Binding	1	4.95294700346706e-05
LAP2alpha	Lamina-associatedpolypeptide2alpha	2	9.90589400693413e-05
PI31_Prot_N	PI31proteasomeregulatorN-terminal	2	9.90589400693413e-05
Med29	Mediatorcomplexsubunit29	1	4.95294700346706e-05
Homez	Homeodomainleucine-zipperencoding,Homez	3	0.000148588410104012
Med27	Mediatorcomplexsubunit27	1	4.95294700346706e-05
Med23	Mediatorcomplexsubunit23	1	4.95294700346706e-05
NEMO	NF-kappa-BessentialmodulatorNEMO	2	9.90589400693413e-05
Prion_bPrPp	MajorprionproteinbPrPp-Nterminal	1	4.95294700346706e-05
Med28	Mediatorcomplexsubunit28	1	4.95294700346706e-05
Med13_N	Mediatorcomplexsubunit13N-terminal	2	9.90589400693413e-05
COMP	Cartilageoligomericmatrixprotein	3	0.000148588410104012
CAF-1_p150	Chromatinassemblyfactor1complexp150subunit,N-terminal	1	4.95294700346706e-05
Shal-type	Shal-typevoltage-gatedpotassiumchannels,N-terminal	3	0.000148588410104012
Vps36_ESCRT-II	Vacuolarproteinsortingprotein36Vps36	1	4.95294700346706e-05
Limkain-b1	Limkainb1	1	4.95294700346706e-05
EZH2_WD-Binding	WDrepeatbindingproteinEZH2	2	9.90589400693413e-05
C2-C2_1	FirstC2domainofRPGR-interactingprotein1	2	9.90589400693413e-05
GABP-alpha	GA-bindingproteinalphachain	1	4.95294700346706e-05
Rap1_C	TRF2-interactingtelomericprotein/Rap1-Cterminaldomain	1	4.95294700346706e-05
HnRNPA1	NuclearfactorhnRNPA1	2	9.90589400693413e-05
TCR_zetazeta	T-cellsurfaceglycoproteinCD3zetachain	2	9.90589400693413e-05
Mst1_SARAH	CterminalSARAHdomainofMst1	2	9.90589400693413e-05
Med16	Mediatorcomplexsubunit16	1	4.95294700346706e-05
Troponin-I_N	TroponinIresidues1-32	1	4.95294700346706e-05
TAN	Telomere-lengthmaintenanceandDNAdamagerepair	1	4.95294700346706e-05
RIG-I_C-RD	C-terminaldomainofRIG-I	3	0.000148588410104012
FAM167	FAM167	2	9.90589400693413e-05
WBP-1	WWdomain-bindingprotein1	4	0.000198117880138683
V-ATPase_H_C	V-ATPasesubunitH	1	4.95294700346706e-05
CENP-C_C	Mif2/CENP-Clike	1	4.95294700346706e-05
UNC45-central	Myosin-bindingstriatedmuscleassemblycentral	2	9.90589400693413e-05
Folliculin	VesiclecoatproteininvolvedinGolgitoplasmamembranetransport	2	9.90589400693413e-05
RNA_pol_3_Rpc31	DNA-directedRNApolymeraseIIIsubunitRpc31	2	9.90589400693413e-05
Npa1	Ribosome60SbiogenesisN-terminal	1	4.95294700346706e-05
Slu7	Pre-mRNAsplicingPrp18-interactingfactor	1	4.95294700346706e-05
Vma12	Endoplasmicreticulum-basedfactorforassemblyofV-ATPase	1	4.95294700346706e-05
Nup160	NucleoporinNup120/160	1	4.95294700346706e-05
Tudor-knot	RNAbindingactivity-knotofachromodomain	6	0.000297176820208024
CPSF73-100_C	Pre-mRNA3'-end-processingendonucleasepolyadenylationfactorC-term	1	4.95294700346706e-05
Drc1-Sld2	DNAreplicationandcheckpointprotein	1	4.95294700346706e-05
Malectin	Malectindomain	1	4.95294700346706e-05
zf-TRM13_CCCH	CCCHzincfingerinTRM13protein	1	4.95294700346706e-05
Thoc2	Transcription-andexport-relatedcomplexsubunit	1	4.95294700346706e-05
KRTAP	Keratin-associatedmatrix	14	0.000693412580485389
N-SET	COMPASS(ComplexproteinsassociatedwithSet1p)componentN	2	9.90589400693413e-05
Frtz	WDrepeat-containingandplanarcellpolarityeffectorproteinFritz	1	4.95294700346706e-05
GAPT	GRB2-bindingadapter(GAPT)	1	4.95294700346706e-05
DUF3314	Proteinofunknownfunction(DUF3314)	1	4.95294700346706e-05
SPT_ssu-like	Smallsubunitofserinepalmitoyltransferase-like	2	9.90589400693413e-05
zf-RRN7	Zinc-fingerofRNA-polymeraseI-specificTFIIB,Rrn7	1	4.95294700346706e-05
MRP-L46	39SmitochondrialribosomalproteinL46	1	4.95294700346706e-05
zf-Nse	Zinc-fingeroftheMIZtypeinNsesubunit	1	4.95294700346706e-05
FANCL_C	FANCLC-terminaldomain	1	4.95294700346706e-05
IMS_HHH	IMSfamilyHHHmotif	1	4.95294700346706e-05
IMS_C	impB/mucB/samBfamilyC-terminaldomain	4	0.000198117880138683
CENP-K	Centromere-associatedproteinK	1	4.95294700346706e-05
UXS1_N	UDP-glucuronatedecarboxylaseN-terminal	1	4.95294700346706e-05
DUF3337	Domainofunknownfunction(DUF3337)	1	4.95294700346706e-05
Foie-gras_1	Foiegrasliverhealthfamily1	1	4.95294700346706e-05
DUF3338	Domainofunknownfunction(DUF3338)	4	0.000198117880138683
DUF3342	Domainofunknownfunction(DUF3342)	1	4.95294700346706e-05
Nuc_recep-AF1	Nuclear/hormonereceptoractivatorsiteAF-1	2	9.90589400693413e-05
DUF3350	Domainofunknownfunction(DUF3350)	2	9.90589400693413e-05
Myb_Cef	pre-mRNAsplicingfactorcomponent	1	4.95294700346706e-05
KHA	KHA,dimerisationdomainofpotassiumionchannel	1	4.95294700346706e-05
ERAP1_C	ERAP1-likeC-terminaldomain	8	0.000396235760277365
DUF3361	Domainofunknownfunction(DUF3361)	3	0.000148588410104012
DUF3371	Domainofunknownfunction(DUF3371)	4	0.000198117880138683
