domain_pair	domain_1	domain_2	domain_desc_1	domain_desc_2	absolute_number	freq
JAB--RRM_4	JAB	RRM_4	JAB1/Mov34/MPN/PAD-1ubiquitinprotease	RNArecognitionmotifofthespliceosomalPrP8	1	4.94878012569901e-05
PRO8NT--RRM_4	PRO8NT	RRM_4	PRO8NT(NUC069),PrP8N-terminaldomain	RNArecognitionmotifofthespliceosomalPrP8	1	4.94878012569901e-05
PROCN--RRM_4	PROCN	RRM_4	PROCN(NUC071)domain	RNArecognitionmotifofthespliceosomalPrP8	1	4.94878012569901e-05
PROCT--RRM_4	PROCT	RRM_4	PROCT(NUC072)domain	RNArecognitionmotifofthespliceosomalPrP8	1	4.94878012569901e-05
PRP8_domainIV--RRM_4	PRP8_domainIV	RRM_4	PRP8domainIVcore	RNArecognitionmotifofthespliceosomalPrP8	1	4.94878012569901e-05
ECH_1--RRM_5	ECH_1	RRM_5	Enoyl-CoAhydratase/isomerase	RNArecognitionmotif.(a.k.a.RRM,RBD,orRNPdomain)	1	4.94878012569901e-05
RRM_1--RRM_5	RRM_1	RRM_5	RNArecognitionmotif.(a.k.a.RRM,RBD,orRNPdomain)	RNArecognitionmotif.(a.k.a.RRM,RBD,orRNPdomain)	5	0.000247439006284951
RRM_5--RRM_5	RRM_5	RRM_5	RNArecognitionmotif.(a.k.a.RRM,RBD,orRNPdomain)	RNArecognitionmotif.(a.k.a.RRM,RBD,orRNPdomain)	2	9.89756025139803e-05
CEBP1_N--RRM_7	CEBP1_N	RRM_7	Cytoplasmicpolyadenylationelement-bindingprotein1N-terminus	RNArecognitionmotif	2	9.89756025139803e-05
CEBP_ZZ--RRM_7	CEBP_ZZ	RRM_7	Cytoplasmicpolyadenylationelement-bindingproteinZZdomain	RNArecognitionmotif	5	0.000247439006284951
Ribosomal_S17e--RRM_7	Ribosomal_S17e	RRM_7	RibosomalS17	RNArecognitionmotif	1	4.94878012569901e-05
EF-hand_8--RR_TM4-6	EF-hand_8	RR_TM4-6	EF-handdomainpair	RyanodineReceptorTM4-6	2	9.89756025139803e-05
Ins145_P3_rec--RR_TM4-6	Ins145_P3_rec	RR_TM4-6	Inositol1,4,5-trisphosphate/ryanodinereceptor	RyanodineReceptorTM4-6	3	0.00014846340377097
Ion_trans--RR_TM4-6	Ion_trans	RR_TM4-6	Iontransportprotein	RyanodineReceptorTM4-6	3	0.00014846340377097
MIR--RR_TM4-6	MIR	RR_TM4-6	MIRdomain	RyanodineReceptorTM4-6	3	0.00014846340377097
RIH_assoc--RR_TM4-6	RIH_assoc	RR_TM4-6	RyRandIP3RHomologyassociated	RyanodineReceptorTM4-6	3	0.00014846340377097
40S_S4_C--RS4NT	40S_S4_C	RS4NT	40SribosomalproteinS4C-terminus	RS4NT(NUC023)domain	3	0.00014846340377097
KOW--RS4NT	KOW	RS4NT	KOWmotif	RS4NT(NUC023)domain	3	0.00014846340377097
Ribosomal_S4e--RS4NT	Ribosomal_S4e	RS4NT	RibosomalfamilyS4e	RS4NT(NUC023)domain	3	0.00014846340377097
PHM7_cyt--RSN1_7TM	PHM7_cyt	RSN1_7TM	Cytosolicdomainof10TMputativephosphatetransporter	Calcium-dependentchannel,7TMregion,putativephosphate	3	0.00014846340377097
PHM7_cyt--RSN1_TM	PHM7_cyt	RSN1_TM	Cytosolicdomainof10TMputativephosphatetransporter	Lateexocytosis,associatedwithGolgitransport	3	0.00014846340377097
RSN1_7TM--RSN1_TM	RSN1_7TM	RSN1_TM	Calcium-dependentchannel,7TMregion,putativephosphate	Lateexocytosis,associatedwithGolgitransport	3	0.00014846340377097
DND1_DSRM--RSRP	DND1_DSRM	RSRP	doublestrandRNAbindingdomainfromDEADENDPROTEIN1	Arginine/Serine-Richprotein1	1	4.94878012569901e-05
G-patch--RSRP	G-patch	RSRP	G-patchdomain	Arginine/Serine-Richprotein1	1	4.94878012569901e-05
RTC--RTC_insert	RTC	RTC_insert	RNA3'-terminalphosphatecyclase	RNA3'-terminalphosphatecyclase(RTC),insertdomain	2	9.89756025139803e-05
RTP1_C1--RTP1_C2	RTP1_C1	RTP1_C2	RequiredfornucleartransportofRNApolIIC-terminus1	RequiredfornucleartransportofRNApolIIC-terminus2	1	4.94878012569901e-05
Ank_2--RTT107_BRCT_5	Ank_2	RTT107_BRCT_5	Ankyrinrepeats(3copies)	RegulatorofTy1transpositionprotein107BRCTdomain	1	4.94878012569901e-05
BRCT--RTT107_BRCT_5	BRCT	RTT107_BRCT_5	BRCA1CTerminus(BRCT)domain	RegulatorofTy1transpositionprotein107BRCTdomain	1	4.94878012569901e-05
FHA--RTT107_BRCT_5	FHA	RTT107_BRCT_5	FHAdomain	RegulatorofTy1transpositionprotein107BRCTdomain	1	4.94878012569901e-05
PTCB-BRCT--RTT107_BRCT_5	PTCB-BRCT	RTT107_BRCT_5	twinBRCTdomain	RegulatorofTy1transpositionprotein107BRCTdomain	1	4.94878012569901e-05
DENN--RUN	DENN	RUN	DENN(AEX-3)domain	RUNdomain	2	9.89756025139803e-05
FYVE--RUN	FYVE	RUN	FYVEzincfinger	RUNdomain	3	0.00014846340377097
PH--RUN	PH	RUN	PHdomain	RUNdomain	1	4.94878012569901e-05
PLAT--RUN	PLAT	RUN	PLAT/LH2domain	RUNdomain	2	9.89756025139803e-05
PX--RUN	PX	RUN	PXdomain	RUNdomain	1	4.94878012569901e-05
RUN--RUN	RUN	RUN	RUNdomain	RUNdomain	2	9.89756025139803e-05
RabGAP-TBC--RUN	RabGAP-TBC	RUN	Rab-GTPase-TBCdomain	RUNdomain	3	0.00014846340377097
dDENN--RUN	dDENN	RUN	dDENNdomain	RUNdomain	2	9.89756025139803e-05
DEAD--RWD	DEAD	RWD	DEAD/DEAHboxhelicase	RWDdomain	1	4.94878012569901e-05
DFRP_C--RWD	DFRP_C	RWD	DRGFamilyRegulatoryProteins,Tma46	RWDdomain	1	4.94878012569901e-05
DUF1115--RWD	DUF1115	RWD	Proteinofunknownfunction(DUF1115)	RWDdomain	2	9.89756025139803e-05
HA2--RWD	HA2	RWD	Helicaseassociateddomain(HA2)	RWDdomain	1	4.94878012569901e-05
HGTP_anticodon2--RWD	HGTP_anticodon2	RWD	AnticodonbindingdomainoftRNAs	RWDdomain	1	4.94878012569901e-05
Helicase_C--RWD	Helicase_C	RWD	HelicaseconservedC-terminaldomain	RWDdomain	1	4.94878012569901e-05
IBR--RWD	IBR	RWD	IBRdomain,ahalfRING-fingerdomain	RWDdomain	1	4.94878012569901e-05
OB_NTP_bind--RWD	OB_NTP_bind	RWD	Oligonucleotide/oligosaccharide-binding(OB)-fold	RWDdomain	1	4.94878012569901e-05
Pkinase--RWD	Pkinase	RWD	Proteinkinasedomain	RWDdomain	1	4.94878012569901e-05
EF-hand_8--RYDR_ITPR	EF-hand_8	RYDR_ITPR	EF-handdomainpair	RIHdomain	2	9.89756025139803e-05
Ins145_P3_rec--RYDR_ITPR	Ins145_P3_rec	RYDR_ITPR	Inositol1,4,5-trisphosphate/ryanodinereceptor	RIHdomain	6	0.000296926807541941
Ion_trans--RYDR_ITPR	Ion_trans	RYDR_ITPR	Iontransportprotein	RIHdomain	6	0.000296926807541941
MIR--RYDR_ITPR	MIR	RYDR_ITPR	MIRdomain	RIHdomain	6	0.000296926807541941
RIH_assoc--RYDR_ITPR	RIH_assoc	RYDR_ITPR	RyRandIP3RHomologyassociated	RIHdomain	6	0.000296926807541941
RR_TM4-6--RYDR_ITPR	RR_TM4-6	RYDR_ITPR	RyanodineReceptorTM4-6	RIHdomain	3	0.00014846340377097
RYDR_ITPR--RYDR_ITPR	RYDR_ITPR	RYDR_ITPR	RIHdomain	RIHdomain	6	0.000296926807541941
Homeobox_KN--Rab5ip	Homeobox_KN	Rab5ip	HomeoboxKNdomain	Rab5-interactingprotein(Rab5ip)	1	4.94878012569901e-05
ACT_7--RabGAP-TBC	ACT_7	RabGAP-TBC	ACTdomain	Rab-GTPase-TBCdomain	1	4.94878012569901e-05
DUF3350--RabGAP-TBC	DUF3350	RabGAP-TBC	Domainofunknownfunction(DUF3350)	Rab-GTPase-TBCdomain	2	9.89756025139803e-05
DUF3694--RabGAP-TBC	DUF3694	RabGAP-TBC	Kinesinprotein	Rab-GTPase-TBCdomain	2	9.89756025139803e-05
DUF4682--RabGAP-TBC	DUF4682	RabGAP-TBC	Domainofunknownfunction(DUF4682)	Rab-GTPase-TBCdomain	1	4.94878012569901e-05
GRAM--RabGAP-TBC	GRAM	RabGAP-TBC	GRAMdomain	Rab-GTPase-TBCdomain	4	0.000197951205027961
PH--RabGAP-TBC	PH	RabGAP-TBC	PHdomain	Rab-GTPase-TBCdomain	2	9.89756025139803e-05
PH_RBD--RabGAP-TBC	PH_RBD	RabGAP-TBC	Rab-bindingdomain(RBD)	Rab-GTPase-TBCdomain	2	9.89756025139803e-05
PID--RabGAP-TBC	PID	RabGAP-TBC	Phosphotyrosineinteractiondomain(PTB/PID)	Rab-GTPase-TBCdomain	3	0.00014846340377097
Pkinase--RabGAP-TBC	Pkinase	RabGAP-TBC	Proteinkinasedomain	Rab-GTPase-TBCdomain	1	4.94878012569901e-05
PPTA--RabGGT_insert	PPTA	RabGGT_insert	Proteinprenyltransferasealphasubunitrepeat	Rabgeranylgeranyltransferasealpha-subunit,insertdomain	1	4.94878012569901e-05
GRIP--Rab_bind	GRIP	Rab_bind	GRIPdomain	Rabbindingdomain	8	0.000395902410055921
FYVE_2--Rab_eff_C	FYVE_2	Rab_eff_C	FYVE-typezincfinger	RabeffectorMyRIP/melanophilinC-terminus	2	9.89756025139803e-05
Rab_eff_C--Rab_eff_C	Rab_eff_C	Rab_eff_C	RabeffectorMyRIP/melanophilinC-terminus	RabeffectorMyRIP/melanophilinC-terminus	1	4.94878012569901e-05
Rab5-bind--Rabaptin	Rab5-bind	Rabaptin	Rabaptin-likeprotein	Rabaptin	2	9.89756025139803e-05
HHH_5--Rad10	HHH_5	Rad10	Helix-hairpin-helixdomain	BindingdomainofDNArepairproteinErcc1(rad10/Swi10)	1	4.94878012569901e-05
Rad21_Rec8--Rad21_Rec8_N	Rad21_Rec8	Rad21_Rec8_N	ConservedregionofRad21/Rec8likeprotein	NterminusofRad21/Rec8likeprotein	3	0.00014846340377097
BHD_1--Rad4	BHD_1	Rad4	Rad4beta-hairpindomain1	Rad4transglutaminase-likedomain	1	4.94878012569901e-05
BHD_2--Rad4	BHD_2	Rad4	Rad4beta-hairpindomain2	Rad4transglutaminase-likedomain	1	4.94878012569901e-05
BHD_3--Rad4	BHD_3	Rad4	Rad4beta-hairpindomain3	Rad4transglutaminase-likedomain	1	4.94878012569901e-05
AAA_23--Rad50_zn_hook	AAA_23	Rad50_zn_hook	AAAdomain	Rad50zinchookmotif	1	4.94878012569901e-05
HHH_5--Rad51	HHH_5	Rad51	Helix-hairpin-helixdomain	Rad51	2	9.89756025139803e-05
Rad60-SLD--Rad60-SLD	Rad60-SLD	Rad60-SLD	Ubiquitin-2likeRad60SUMO-like	Ubiquitin-2likeRad60SUMO-like	1	4.94878012569901e-05
DUF1725--Rad9	DUF1725	Rad9	Proteinofunknownfunction(DUF1725)	Rad9	1	4.94878012569901e-05
Radial_spoke--Radial_spoke	Radial_spoke	Radial_spoke	Radialspokehead-likeprotein	Radialspokehead-likeprotein	1	4.94878012569901e-05
Acetyltransf_1--Radical_SAM	Acetyltransf_1	Radical_SAM	Acetyltransferase(GNAT)family	RadicalSAMsuperfamily	1	4.94878012569901e-05
Fer4_12--Radical_SAM	Fer4_12	Radical_SAM	4Fe-4Ssingleclusterdomain	RadicalSAMsuperfamily	2	9.89756025139803e-05
Flavodoxin_1--Radical_SAM	Flavodoxin_1	Radical_SAM	Flavodoxin	RadicalSAMsuperfamily	2	9.89756025139803e-05
HemN_C--Radical_SAM	HemN_C	Radical_SAM	HemNC-terminaldomain	RadicalSAMsuperfamily	1	4.94878012569901e-05
LIAS_N--Radical_SAM	LIAS_N	Radical_SAM	N-terminaldomainoflipoylsynthaseofRadical_SAMfamily	RadicalSAMsuperfamily	1	4.94878012569901e-05
MoaC--Radical_SAM	MoaC	Radical_SAM	MoaCfamily	RadicalSAMsuperfamily	1	4.94878012569901e-05
Mob_synth_C--Radical_SAM	Mob_synth_C	Radical_SAM	MolybdenumCofactorSynthesisC	RadicalSAMsuperfamily	1	4.94878012569901e-05
Radical_SAM--Radical_SAM	Radical_SAM	Radical_SAM	RadicalSAMsuperfamily	RadicalSAMsuperfamily	1	4.94878012569901e-05
Acetyltransf_1--Radical_SAM_C	Acetyltransf_1	Radical_SAM_C	Acetyltransferase(GNAT)family	Radical_SAMC-terminaldomain	1	4.94878012569901e-05
Radical_SAM--Radical_SAM_C	Radical_SAM	Radical_SAM_C	RadicalSAMsuperfamily	Radical_SAMC-terminaldomain	1	4.94878012569901e-05
LRR_6--RanGAP1_C	LRR_6	RanGAP1_C	LeucineRichrepeat	RanGAP1C-terminaldomain	1	4.94878012569901e-05
GRIP--Ran_BP1	GRIP	Ran_BP1	GRIPdomain	RanBP1domain	7	0.000346414608798931
IR1-M--Ran_BP1	IR1-M	Ran_BP1	Nup358/RanBP2E3ligasedomain	RanBP1domain	1	4.94878012569901e-05
NUP50--Ran_BP1	NUP50	Ran_BP1	NUP50(Nucleoporin50kDa)	RanBP1domain	1	4.94878012569901e-05
Pro_isomerase--Ran_BP1	Pro_isomerase	Ran_BP1	Cyclophilintypepeptidyl-prolylcis-transisomerase/CLD	RanBP1domain	1	4.94878012569901e-05
Rab_bind--Ran_BP1	Rab_bind	Ran_BP1	Rabbindingdomain	RanBP1domain	7	0.000346414608798931
Ran_BP1--Ran_BP1	Ran_BP1	Ran_BP1	RanBP1domain	RanBP1domain	8	0.000395902410055921
BRCT_2--Rap1_C	BRCT_2	Rap1_C	BRCTdomain,aBRCA1C-terminusdomain	TRF2-interactingtelomericprotein/Rap1-Cterminaldomain	1	4.94878012569901e-05
Myb_DNA-bind_2--Rap1_C	Myb_DNA-bind_2	Rap1_C	Rap1Mybdomain	TRF2-interactingtelomericprotein/Rap1-Cterminaldomain	1	4.94878012569901e-05
CNH--Rap_GAP	CNH	Rap_GAP	CNHdomain	Rap/ran-GAP	1	4.94878012569901e-05
DUF3384--Rap_GAP	DUF3384	Rap_GAP	Domainofunknownfunction(DUF3384)	Rap/ran-GAP	1	4.94878012569901e-05
GoLoco--Rap_GAP	GoLoco	Rap_GAP	GoLocomotif	Rap/ran-GAP	1	4.94878012569901e-05
PDZ--Rap_GAP	PDZ	Rap_GAP	PDZdomain	Rap/ran-GAP	1	4.94878012569901e-05
HEAT--Raptor_N	HEAT	Raptor_N	HEATrepeat	RaptorN-terminalCASPaselikedomain	1	4.94878012569901e-05
Ank_2--Ras	Ank_2	Ras	Ankyrinrepeats(3copies)	Rasfamily	3	0.00014846340377097
ArfGap--Ras	ArfGap	Ras	PutativeGTPaseactivatingproteinforArf	Rasfamily	3	0.00014846340377097
BTB--Ras	BTB	Ras	BTB/POZdomain	Rasfamily	3	0.00014846340377097
DnaJ--Ras	DnaJ	Ras	DnaJdomain	Rasfamily	1	4.94878012569901e-05
EF-hand_7--Ras	EF-hand_7	Ras	EF-handdomainpair	Rasfamily	2	9.89756025139803e-05
EF_assoc_1--Ras	EF_assoc_1	Ras	EFhandassociated	Rasfamily	2	9.89756025139803e-05
EF_assoc_2--Ras	EF_assoc_2	Ras	EFhandassociated	Rasfamily	2	9.89756025139803e-05
FF--Ras	FF	Ras	FFdomain	Rasfamily	2	9.89756025139803e-05
PCAF_N--Ras	PCAF_N	Ras	PCAF(P300/CBP-associatedfactor)N-terminaldomain	Rasfamily	1	4.94878012569901e-05
PP2C--Ras	PP2C	Ras	Proteinphosphatase2C	Rasfamily	1	4.94878012569901e-05
Ras--Ras	Ras	Ras	Rasfamily	Rasfamily	8	0.000395902410055921
BTK--RasGAP	BTK	RasGAP	BTKmotif	GTPase-activatorproteinforRas-likeGTPase	5	0.000247439006284951
C2--RasGAP	C2	RasGAP	C2domain	GTPase-activatorproteinforRas-likeGTPase	9	0.000445390211312911
CH--RasGAP	CH	RasGAP	Calponinhomology(CH)domain	GTPase-activatorproteinforRas-likeGTPase	3	0.00014846340377097
CRAL_TRIO_2--RasGAP	CRAL_TRIO_2	RasGAP	DivergentCRAL/TRIOdomain	GTPase-activatorproteinforRas-likeGTPase	1	4.94878012569901e-05
DUF3498--RasGAP	DUF3498	RasGAP	Domainofunknownfunction(DUF3498)	GTPase-activatorproteinforRas-likeGTPase	3	0.00014846340377097
IQ--RasGAP	IQ	RasGAP	IQcalmodulin-bindingmotif	GTPase-activatorproteinforRas-likeGTPase	3	0.00014846340377097
PH--RasGAP	PH	RasGAP	PHdomain	GTPase-activatorproteinforRas-likeGTPase	6	0.000296926807541941
RasGAP--RasGAP	RasGAP	RasGAP	GTPase-activatorproteinforRas-likeGTPase	GTPase-activatorproteinforRas-likeGTPase	5	0.000247439006284951
CH--RasGAP_C	CH	RasGAP_C	Calponinhomology(CH)domain	RasGAPC-terminus	3	0.00014846340377097
IQ--RasGAP_C	IQ	RasGAP_C	IQcalmodulin-bindingmotif	RasGAPC-terminus	3	0.00014846340377097
RasGAP--RasGAP_C	RasGAP	RasGAP_C	GTPase-activatorproteinforRas-likeGTPase	RasGAPC-terminus	3	0.00014846340377097
C1_1--RasGEF	C1_1	RasGEF	Phorbolesters/diacylglycerolbindingdomain(C1domain)	RasGEFdomain	4	0.000197951205027961
C2--RasGEF	C2	RasGEF	C2domain	RasGEFdomain	1	4.94878012569901e-05
DEP--RasGEF	DEP	RasGEF	DomainfoundinDishevelled,Egl-10,andPleckstrin(DEP)	RasGEFdomain	2	9.89756025139803e-05
EF-hand_5--RasGEF	EF-hand_5	RasGEF	EFhand	RasGEFdomain	2	9.89756025139803e-05
EF-hand_like--RasGEF	EF-hand_like	RasGEF	Phosphoinositide-specificphospholipaseC,efhand-like	RasGEFdomain	1	4.94878012569901e-05
FNIP_N--RasGEF	FNIP_N	RasGEF	Folliculin-interactingproteinN-terminus	RasGEFdomain	1	4.94878012569901e-05
Histone--RasGEF	Histone	RasGEF	CorehistoneH2A/H2B/H3/H4	RasGEFdomain	2	9.89756025139803e-05
KIND--RasGEF	KIND	RasGEF	Kinasenon-catalyticC-lobedomain	RasGEFdomain	1	4.94878012569901e-05
PDZ--RasGEF	PDZ	RasGEF	PDZdomain	RasGEFdomain	3	0.00014846340377097
PH--RasGEF	PH	RasGEF	PHdomain	RasGEFdomain	6	0.000296926807541941
PI-PLC-X--RasGEF	PI-PLC-X	RasGEF	Phosphatidylinositol-specificphospholipaseC,Xdomain	RasGEFdomain	1	4.94878012569901e-05
PI-PLC-Y--RasGEF	PI-PLC-Y	RasGEF	Phosphatidylinositol-specificphospholipaseC,Ydomain	RasGEFdomain	1	4.94878012569901e-05
RA--RasGEF	RA	RasGEF	Rasassociation(RalGDS/AF-6)domain	RasGEFdomain	8	0.000395902410055921
cNMP_binding--RasGEF	cNMP_binding	RasGEF	Cyclicnucleotide-bindingdomain	RasGEFdomain	4	0.000197951205027961
C1_1--RasGEF_N	C1_1	RasGEF_N	Phorbolesters/diacylglycerolbindingdomain(C1domain)	RasGEFN-terminalmotif	2	9.89756025139803e-05
DEP--RasGEF_N	DEP	RasGEF_N	DomainfoundinDishevelled,Egl-10,andPleckstrin(DEP)	RasGEFN-terminalmotif	2	9.89756025139803e-05
EF-hand_5--RasGEF_N	EF-hand_5	RasGEF_N	EFhand	RasGEFN-terminalmotif	1	4.94878012569901e-05
FNIP_N--RasGEF_N	FNIP_N	RasGEF_N	Folliculin-interactingproteinN-terminus	RasGEFN-terminalmotif	1	4.94878012569901e-05
Histone--RasGEF_N	Histone	RasGEF_N	CorehistoneH2A/H2B/H3/H4	RasGEFN-terminalmotif	2	9.89756025139803e-05
KIND--RasGEF_N	KIND	RasGEF_N	Kinasenon-catalyticC-lobedomain	RasGEFN-terminalmotif	1	4.94878012569901e-05
PDZ--RasGEF_N	PDZ	RasGEF_N	PDZdomain	RasGEFN-terminalmotif	3	0.00014846340377097
PH--RasGEF_N	PH	RasGEF_N	PHdomain	RasGEFN-terminalmotif	4	0.000197951205027961
RA--RasGEF_N	RA	RasGEF_N	Rasassociation(RalGDS/AF-6)domain	RasGEFN-terminalmotif	7	0.000346414608798931
RasGEF--RasGEF_N	RasGEF	RasGEF_N	RasGEFdomain	RasGEFN-terminalmotif	21	0.00103924382639679
cNMP_binding--RasGEF_N	cNMP_binding	RasGEF_N	Cyclicnucleotide-bindingdomain	RasGEFN-terminalmotif	4	0.000197951205027961
Rav1p_C--Rav1p_C	Rav1p_C	Rav1p_C	RAVEprotein1Cterminal	RAVEprotein1Cterminal	1	4.94878012569901e-05
DUF3452--Rb_C	DUF3452	Rb_C	Domainofunknownfunction(DUF3452)	RbC-terminaldomain	2	9.89756025139803e-05
RB_A--Rb_C	RB_A	Rb_C	Retinoblastoma-associatedproteinAdomain	RbC-terminaldomain	2	9.89756025139803e-05
RB_B--Rb_C	RB_B	Rb_C	Retinoblastoma-associatedproteinBdomain	RbC-terminaldomain	2	9.89756025139803e-05
FYVE--Rbsn	FYVE	Rbsn	FYVEzincfinger	RabenosynRabbindingdomain	1	4.94878012569901e-05
NPF--Rbsn	NPF	Rbsn	Rabosyn-5repeatingNPFsequence-motif	RabenosynRabbindingdomain	1	4.94878012569901e-05
Rbsn--Rbsn	Rbsn	Rbsn	RabenosynRabbindingdomain	RabenosynRabbindingdomain	1	4.94878012569901e-05
Rcd1--Rcd1	Rcd1	Rcd1	Celldifferentiationfamily,Rcd1-like	Celldifferentiationfamily,Rcd1-like	1	4.94878012569901e-05
DEAD--RecQ5	DEAD	RecQ5	DEAD/DEAHboxhelicase	RecQhelicaseprotein-like5(RecQ5)	1	4.94878012569901e-05
Helicase_C--RecQ5	Helicase_C	RecQ5	HelicaseconservedC-terminaldomain	RecQhelicaseprotein-like5(RecQ5)	1	4.94878012569901e-05
RecQ_Zn_bind--RecQ5	RecQ_Zn_bind	RecQ5	RecQzinc-binding	RecQhelicaseprotein-like5(RecQ5)	1	4.94878012569901e-05
BDHCT--RecQ_Zn_bind	BDHCT	RecQ_Zn_bind	BDHCT(NUC031)domain	RecQzinc-binding	1	4.94878012569901e-05
BDHCT_assoc--RecQ_Zn_bind	BDHCT_assoc	RecQ_Zn_bind	BDHCT-boxassociateddomainonBloomsyndromeprotein	RecQzinc-binding	1	4.94878012569901e-05
BLM_N--RecQ_Zn_bind	BLM_N	RecQ_Zn_bind	N-terminalregionofBloomsyndromeprotein	RecQzinc-binding	1	4.94878012569901e-05
DEAD--RecQ_Zn_bind	DEAD	RecQ_Zn_bind	DEAD/DEAHboxhelicase	RecQzinc-binding	4	0.000197951205027961
DNA_pol_A_exo1--RecQ_Zn_bind	DNA_pol_A_exo1	RecQ_Zn_bind	3'-5'exonuclease	RecQzinc-binding	1	4.94878012569901e-05
HRDC--RecQ_Zn_bind	HRDC	RecQ_Zn_bind	HRDCdomain	RecQzinc-binding	2	9.89756025139803e-05
HTH_40--RecQ_Zn_bind	HTH_40	RecQ_Zn_bind	Helix-turn-helixdomain	RecQzinc-binding	1	4.94878012569901e-05
Helicase_C--RecQ_Zn_bind	Helicase_C	RecQ_Zn_bind	HelicaseconservedC-terminaldomain	RecQzinc-binding	4	0.000197951205027961
Furin-like--Recep_L_domain	Furin-like	Recep_L_domain	Furin-likecysteinerichregion	ReceptorLdomain	7	0.000346414608798931
GF_recep_IV--Recep_L_domain	GF_recep_IV	Recep_L_domain	GrowthfactorreceptordomainIV	ReceptorLdomain	4	0.000197951205027961
Pkinase_Tyr--Recep_L_domain	Pkinase_Tyr	Recep_L_domain	Proteintyrosinekinase	ReceptorLdomain	7	0.000346414608798931
Recep_L_domain--Recep_L_domain	Recep_L_domain	Recep_L_domain	ReceptorLdomain	ReceptorLdomain	7	0.000346414608798931
Ig_2--Receptor_2B4	Ig_2	Receptor_2B4	Immunoglobulindomain	Naturalkillercellreceptor2B4	1	4.94878012569901e-05
Pyr_redox_2--Reductase_C	Pyr_redox_2	Reductase_C	Pyridinenucleotide-disulphideoxidoreductase	ReductaseC-terminal	1	4.94878012569901e-05
DOMON--Reeler	DOMON	Reeler	DOMONdomain	Reelerdomain	1	4.94878012569901e-05
RelB_leu_zip--RelB_transactiv	RelB_leu_zip	RelB_transactiv	RelBleucinezipper	RelBtransactivationdomain	1	4.94878012569901e-05
Rep-A_N--Rep_fac-A_C	Rep-A_N	Rep_fac-A_C	Replicationfactor-Aprotein1,N-terminaldomain	Replicationfactor-ACterminaldomain	1	4.94878012569901e-05
AAA--Rep_fac_C	AAA	Rep_fac_C	ATPasefamilyassociatedwithvariouscellularactivities(AAA)	ReplicationfactorCC-terminaldomain	3	0.00014846340377097
ADAM_CR--Reprolysin	ADAM_CR	Reprolysin	ADAMcysteine-rich	Reprolysin(M12B)familyzincmetalloprotease	18	0.000890780422625823
ADAM_spacer1--Reprolysin	ADAM_spacer1	Reprolysin	ADAM-TSSpacer1	Reprolysin(M12B)familyzincmetalloprotease	18	0.000890780422625823
Disintegrin--Reprolysin	Disintegrin	Reprolysin	Disintegrin	Reprolysin(M12B)familyzincmetalloprotease	18	0.000890780422625823
EGF_2--Reprolysin	EGF_2	Reprolysin	EGF-likedomain	Reprolysin(M12B)familyzincmetalloprotease	2	9.89756025139803e-05
GON--Reprolysin	GON	Reprolysin	GONdomain	Reprolysin(M12B)familyzincmetalloprotease	2	9.89756025139803e-05
PLAC--Reprolysin	PLAC	Reprolysin	PLAC(proteaseandlacunin)domain	Reprolysin(M12B)familyzincmetalloprotease	5	0.000247439006284951
Pep_M12B_propep--Reprolysin	Pep_M12B_propep	Reprolysin	Reprolysinfamilypropeptide	Reprolysin(M12B)familyzincmetalloprotease	37	0.00183104864650864
Disintegrin--Reprolysin_2	Disintegrin	Reprolysin_2	Disintegrin	Metallo-peptidasefamilyM12BReprolysin-like	1	4.94878012569901e-05
Pep_M12B_propep--Reprolysin_2	Pep_M12B_propep	Reprolysin_2	Reprolysinfamilypropeptide	Metallo-peptidasefamilyM12BReprolysin-like	1	4.94878012569901e-05
ADAM17_MPD--Reprolysin_5	ADAM17_MPD	Reprolysin_5	Membrane-proximaldomain,switch,forADAM17	Metallo-peptidasefamilyM12	1	4.94878012569901e-05
Disintegrin--Reprolysin_5	Disintegrin	Reprolysin_5	Disintegrin	Metallo-peptidasefamilyM12	1	4.94878012569901e-05
Pep_M12B_propep--Reprolysin_5	Pep_M12B_propep	Reprolysin_5	Reprolysinfamilypropeptide	Metallo-peptidasefamilyM12	1	4.94878012569901e-05
PHD--Requiem_N	PHD	Requiem_N	PHD-finger	N-terminaldomainofDPF2/REQ.	3	0.00014846340377097
AAA_11--ResIII	AAA_11	ResIII	AAAdomain	TypeIIIrestrictionenzyme,ressubunit	1	4.94878012569901e-05
AAA_12--ResIII	AAA_12	ResIII	AAAdomain	TypeIIIrestrictionenzyme,ressubunit	1	4.94878012569901e-05
CARD_2--ResIII	CARD_2	ResIII	Caspaserecruitmentdomain	TypeIIIrestrictionenzyme,ressubunit	1	4.94878012569901e-05
ERCC3_RAD25_C--ResIII	ERCC3_RAD25_C	ResIII	ERCC3/RAD25/XPBC-terminalhelicase	TypeIIIrestrictionenzyme,ressubunit	1	4.94878012569901e-05
ERCC4--ResIII	ERCC4	ResIII	ERCC4domain	TypeIIIrestrictionenzyme,ressubunit	1	4.94878012569901e-05
FANCM-MHF_bd--ResIII	FANCM-MHF_bd	ResIII	FANCMtoMHFbindingdomain	TypeIIIrestrictionenzyme,ressubunit	1	4.94878012569901e-05
Helicase_C--ResIII	Helicase_C	ResIII	HelicaseconservedC-terminaldomain	TypeIIIrestrictionenzyme,ressubunit	3	0.00014846340377097
